Id,Year,Paper,Subject,Topics,Tags,Difficulty,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer,Explanation
CAPF-2019-GAI-001,2019,GAI,General Studies & Mental Ability,General Studies & Mental Ability,General Ability | UPSC CAPF | Prelims,easy,PAPER-I : GENERAL ABILITY & INTELLIGENCE Consider the following figure: Find out the missing number from among the following :,12,16,32,48,D,Solution: 1 × 4 = 4 2 × 4 = 8 12 × 4 = 48 © examsnet.com
CAPF-2019-GAI-002,2019,GAI,Ancient History,Ancient Indian History,Ancient History | Indian History | Archaeological Sources,hard,. Which of the following statements about the Arya Samaj which emerged in the late 19th century are correct ? (i) Had a very strong support base amongst the trading castes (ii) Introduced ‘shuddhi’ or mass purification (iii) The moderates in the Arya Samaj were headed by Hans Raj and Lajpat Rai and set up a chain of Dayanand AngloVedic colleges (iv)The Arya Samaj had fewer members than the Brahmo Samaj Select the correct answer using the code given below :,i and ii only,"i, ii and iii",iii and iv only,"i, iii and iv",B,"Solution: Like the other regional social reform movements in the 19th century, the Arya Samaj movement was initiated by an urban educated elite, in response to the new economic, social and political forces set in motion by the colonial rule. The townbased trading classes provided the  social base of the Arya Samaj movement in Punjab. The socio-political movement, derived from ancient rite of shuddhikaran, or purification on a mass scale was started by the Arya Samaj, and its founder Swami Dayanand Saraswati and his followers  like Swami Shraddhanand. In 1893, the Arya Samaj split into two in Punjab, one section led by moderates such as Lala Hans Raj and Lala Lajpat Rai who retained the control over  D.A.V. College, Lahore. The Arya Samaj that had its largest following in western and northern India had far more members than the Brahmo Samaj that was more a Bengal movement. © examsnet.com"
CAPF-2019-GAI-003,2019,GAI,Modern History,Indian National Movement,Modern History | Freedom Struggle | British Colonial Rule,hard,"Which among the following statements about Mahatma Gandhi’s Satyagraha is/are correct ? I. It was during the course of his campaign against racialism in South Africa that Gandhiji first applied Satyagraha II. The two vital ingredients of Satyagraha are ‘truth’ and ‘non-violence’ III. The Satyagrahi resists evil by inflicting suffering on himself and not by inflicting suffering on the opponent IV. In India, Satyagraha was first tried by Gandhiji in Champaran Select the correct answer using the code given below :",I and IV only,II only,IV only,"I, II, III, and IV",D,"Solution: Gandhi first deployed satyagraha during his struggles in South Africa for Indian rights. The first time Gandhi officially used Satyagraha was in South Africa beginning in 1907 when he organised  opposition to the Asiatic Registration Law (the Black Act). It took seven years of protest, before the Black Act was repealed in June 1914. Gandhi had proved that nonviolent protest could be immensely successful. The two main components of Satyagraha are truth (satya)        or holding onto truth as a particular form of nonviolent resistance or civil resistance and non-violence (ahinsa). According to Gandhi, Ahinsa and Truth are so intertwined that it  is practically impossible to disentangle and separate them. They are like the two sides of a coin, or rather of a smooth unstamped metallic disk. Gandhi proposed a series of rules for satyagrah is to follow in a resistance campaign: Harbour no anger; Suffer the anger of the opponent; Never retaliate to assaults or punishment; but do not submit, out of fear of punishment or assault, to an order given in anger, etc. The Champaran Satyagraha of 1917 was the  first Satyagraha movement inspired by Gandhi and a major revolt in the Indian Independence Movement. © examsnet.com"
CAPF-2019-GAI-004,2019,GAI,Ancient History,Ancient Indian History,Ancient History | Indian History | Archaeological Sources,medium,Consider the following statementspertaining to theSatavahanas : I. Satavahana rulers wereidentified throughmetronymics II. Satavahana succession tothe throne was generallypatrilineal Which of the statements givenabove is/are correct ?,I only,II only,Both I and II,Neither I nor II,C,"Solution: Satavahana rulers were identified through metronymics (names derived from that of the mother). The metronymics were borne by the later  Satavahanas and not by the early Satavahanas. It was mainly because he Satavahanas had to establish matrimonial  alliance with Maharath is. The Satavahanas having metronymics   may suggest that mothers were important, we need to be cautious before we arrive at any conclusion. In the case of the Satavahanas we know that succession to the throne was generally patrilineal. © examsnet.com"
CAPF-2019-GAI-005,2019,GAI,Modern History,Indian National Movement,Modern History | Freedom Struggle | British Colonial Rule,medium,Match list I with List II and select the correct answer using the code given below the Lists : List I (Border of Sikkim) List II (Location in map) A. Nepal B. Bhutan C. China D. West Bengal,"A - 3, B - 2, C - 1, D - 4","A - 4, B - 1, C - 2, D - 3","A - 4, B - 2, C - 1, D - 3","A - 3, B - 1, C - 2, D - 4",C,"Solution: Sikkim borders Tibet (China) in the north and northeast, Bhutan  in the east, Nepal in the west, and West Bengal in the south. Sikkim is also located close to India's Siliguri Corridor near Bangladesh. © examsnet.com"
CAPF-2019-GAI-006,2019,GAI,Quantitative Aptitude,Basic Numeracy & Quantitative Aptitude,Aptitude | Mathematics | Quantitative Reasoning | Problem Solving,easy,Which one of the following is the name given by Indian Railways to the indigenously manufactured Train 18 ?,Humsafar Express,Vande Bharat Express,Ananya Express,Gatimaan Express,B,"Solution: Train 18 was renamed as Vande Bharat Express on 27 January, 2019. It was designed and built by Integral   Coach Factory Chennai under the Indian government’s Make in India initiative over a span of 18 months. The Vande Bharat Express runs between Delhi and Varanasi at speed of 160 kmph. It will now soon replace Shatabdi Express trains as the fastest train of India. © examsnet.com"
CAPF-2019-GAI-007,2019,GAI,Science & Tech,General Science & Emerging Technologies,Science & Tech | General Science | Applied Science | Physics | Chemistry | Biology,medium,The National Clean Air Programme (NCAP) aims to reduce particulate matter (PM) in at least 102 cities of India by 20% – 30% by 2024. The base year for the comparison of concentration is :,2015,2016,2017,2018,C,"Solution: The Centre, under its National Clean Air Programme (NCAP) launched in January 2019 to take dedicated action in 102 cities, had set a national target of reducing key air pollutants PM10 and PM2.5 (particulate matters) by 20-30% by 2024 taking 2017 as the base year. The Central Pollution Control  Board (CPCB) has added 20 more cities from eight states to the list of polluted cities which do not meet the National Ambient Air Quality Standards, taking the total to 122. © examsnet.com"
CAPF-2019-GAI-008,2019,GAI,Defence & Security,"Defence, Military & Internal Security",Defence | Military Exercises | Armed Forces | Security Architecture,easy,Which one of the following frontline destroyer of Indian Navy was decommissioned in May 2019 ?,INS Rana,INS Ranjit,INS Rajput,INS Sindhurakshak,B,"Solution: INS Ranjit, the Indian Navy’s frontline missile destroyer, was decommissioned at the naval dockyard in Visakhapatnam on 6 May, 2019 after having served for 36 years. It was the third of the five Kashin-class destroyers built by erstwhile USSR, and was commissioned in 1983. © examsnet.com"
CAPF-2019-GAI-009,2019,GAI,Defence & Security,"Defence, Military & Internal Security",Defence | Military Exercises | Armed Forces | Security Architecture,easy,The Indian Air Force has recently acquired the AH-64E (I) – Apache Guardian helicopter. The helicopter is made in:,India,Russia,France,USA,D,"Solution: US aerospace major Boeing in May, 2019 handed over first of the 22 Apache Guardian attack helicopters to the Indian Air Force (IAF) at its production facility in Mesa, Arizona, on 10 May 2019. The AH-64E Apache is a leading multi-role attack helicopter and is flown by the US Army. The IAF had signed a multibillion dollar contract with the US government and Boeing Ltd in September, 2015 for 22 Apache helicopters. © examsnet.com"
CAPF-2019-GAI-010,2019,GAI,Polity,Indian Constitution & Governance,Polity | Constitution of India | Governance | Constitutional Bodies,easy,Which one among the following was the first country to declare ‘Climate Emergency’?,Sweden,New Zealand,UK,Ireland,C,"Solution: The United Kingdom, in May 2019, became the first in the world to declare a climate emergency. The move came   following the days-long protests by environmental group Extinction Rebellion that paralyzed parts of London. The move was followed by Ireland that, in July, 2019, became  the second country in the world to declare a climate and biodiversity emergency. © examsnet.com"
