Id,Year,Paper,Subject,Topics,Tags,Difficulty,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer,Explanation
CDS-2018-II-GK-001,2018,GK,Modern History,Indian National Movement,Modern History | Freedom Struggle | British Colonial Rule,easy,Two reactants in a flask at room temperature are producing bubbles of a gas that turn limewater milky. The reactants could be [2018 CDS-II],zinc and hydrochloric acid,magnesium carbonate and hydrochloric acid,methane and oxygen,copper and dilute hydrochloric acid,B,"Solution: Magnesium carbonate and hydrochloric acid at room temperature produce bubbles of carbon dioxide gas, which turn limewater milky. The reaction is as follows: M g C O 3 + H C l = M g C l 2 + H 2 O + C O 2 MgCO_3+HCl=MgCl_2+H_2O+CO_2 M g C O 3 ​ + H Cl = M g C l 2 ​ + H 2 ​ O + C O 2 ​ © examsnet.com"
CDS-2018-II-GK-002,2018,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,medium,How many moles of CO can be obtained by reacting 2.0 mole of C H 4 \mathrm{CH}_4 CH 4 ​ with 2.0 mole of O 2 \mathrm{O}_2 O 2 ​ according to the equation given below? C H 4 \mathrm{CH}_4 CH 4 ​ (g) + 1 2 O 2 \frac{1}{2} \mathrm{O}_2 2 1 ​ O 2 ​ → CO + 2 H 2 2 \mathrm{H}_2 2 H 2 ​ [2018 CDS-II],2-0,0-5,2-5,40,A,"Solution: As per the given equation, 2.0 moles of carbon monoxide (CO) can be obtained by reacting 2.0 mole of C H 4 \mathrm{CH}_4 CH 4 ​ with 2.0 mole of O 2 \mathrm{O}_2 O 2 ​ . Here C H 4 \mathrm{CH}_4 CH 4 ​ acts as a limiting reagent. C H 3 ( g ) + 1 2 O 2 → C O + 2 H 2 \mathrm{CH_3(g)} + \frac{1}{2} \mathrm{O}_2 \rightarrow \mathrm{CO} + 2 \mathrm{H}_2 C H 3 ​ ( g ) + 2 1 ​ O 2 ​ → CO + 2 H 2 ​ © examsnet.com"
CDS-2018-II-GK-003,2018,GK,Modern History,Indian National Movement,Modern History | Freedom Struggle | British Colonial Rule,easy,Reaction between which of the following two reactants will produce hydrogen gas? [2018 CDS-II],Magnesium and hydrochloric acid,Copper and dilute nitric acid,Calcium carbonate and hydrochloric acid,Zinc and nitric acid,A,Solution: Reaction of metals with acid yields hydrogen gas. The reaction between magnesium and hydrochloric acid will produce hydrogen gas. Reaction is as follows: M g + 2 H C l → M g C l 2 + H 2 \mathrm{Mg} + 2\mathrm{HCl} \rightarrow \mathrm{MgCl}_2 + \mathrm{H}_2 Mg + 2 HCl → MgCl 2 ​ + H 2 ​ © examsnet.com
CDS-2018-II-GK-004,2018,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,easy,"Which of the following characteristics is common to hydrogen, nitrogen, oxygen and carbon dioxide? [2018 CDS-II]",They are all diatomic.,They are all gases at room temperature.,They are all coloured.,They all have same reactivity.,B,"Solution: Hydrogen, nitrogen, oxygen and carbon dioxide all exist as gases at room temperature. Among the given gases, no gas is coloured and carbon dioxide is not diatomic. They all have different reactivities. © examsnet.com"
CDS-2018-II-GK-005,2018,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,easy,The compound C 7 H 7 N O 2 C_7H_7NO_2 C 7 ​ H 7 ​ N O 2 ​ has [2018 CDS-II],17 atoms in a molecule of the compound,equal molecules of C and H by mass,twice the mass of oxygen atoms compared to nitrogen atoms,twice the mass of nitrogen atoms compared to hydrogen atoms,A,"Solution: Using the subscripts present, we can tell how many atoms are present in the given compound. - In this compound, for example, we see that there are 7 atoms of Carbon, 7 atoms of Hydrogen, 1 atom of Nitrogen, and 2 atoms of Oxygen. - So, in total, there are 17 atoms in one molecule of the compound. - So, Option 1 is the correct answer. © examsnet.com"
CDS-2018-II-GK-006,2018,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,easy,Which of the following is the general formula for saturated hydrocarbons? [2018 CDS-II],C n H 2 n + 2 C_nH_{2n+2} C n ​ H 2 n + 2 ​,C n H 2 n − 2 C_nH_{2n-2} C n ​ H 2 n − 2 ​,C n H 2 n + 1 C_nH_{2n+1} C n ​ H 2 n + 1 ​,C n H 2 n − 1 C_nH_{2n-1} C n ​ H 2 n − 1 ​,A,"Solution: Saturated hydrocarbons are hydrocarbons that contain only single bonds between the carbon atoms. These contain no double or triple bonds. These include alkanes. Hence, the general formula for saturated hydrocarbons is C n H 2 n + 2 C_nH_{2n+2} C n ​ H 2 n + 2 ​ . © examsnet.com"
CDS-2018-II-GK-007,2018,GK,Quantitative Aptitude,Basic Numeracy & Quantitative Aptitude,Aptitude | Mathematics | Quantitative Reasoning | Problem Solving,medium,A particle moves with uniform acceleration along a straight line from rest. The percentage increase in displacement during sixth second compared to that in fifth second is about [2018 CDS-II],11%,22%,33%,44%,B,"Solution: (b) The particle is moving with uniform acceleration along a straight line from rest. Displacement during 6th second, s 6 th = u + 1 2 a ( 2 n − 1 ) s_{6\;\text{th}\;} = u + \frac{1}{2} a(2n-1) s 6 th ​ = u + 2 1 ​ a ( 2 n − 1 ) n = 6 n=6 n = 6 s 6 th = u + 1 2 a ( 12 − 1 ) s_{6\;\text{th}\;} = u + \frac{1}{2} a(12-1) s 6 th ​ = u + 2 1 ​ a ( 12 − 1 ) Given, u = 0 u=0 u = 0 So, s 6 th = a 11 2 \;\; s_{6\;\text{th}\;} = a \frac{11}{2} s 6 th ​ = a 2 11 ​ In 5th second = 1 2 a ( 10 − 1 ) = 9 a 2 \;\text{In 5th second}\;\; = \frac{1}{2} a(10-1) = \frac{9a}{2} In 5th second = 2 1 ​ a ( 10 − 1 ) = 2 9 a ​ = s 6 th − s 5 th s 5 th \;\; = \frac{s_{6\;\text{th}\;} - s_{5\;\text{th}\;}}{s_{5\;\text{th}\;}} = s 5 th ​ s 6 th ​ − s 5 th ​ ​ = 11 a 2 − 9 a 2 9 a 2 = 2 9 \;\; = \frac{\;\frac{11a}{2} - \frac{9a}{2}}{\frac{9a}{2}} = \frac{2}{9} = 2 9 a ​ 2 11 a ​ − 2 9 a ​ ​ = 9 2 ​ Percentage change in displacement = 2 9 × 100 = \frac{2}{9} \times 100 = 9 2 ​ × 100 = 22.22 ≃ 22 % =22.22 \simeq 22\% = 22.22 ≃ 22% © examsnet.com"
CDS-2018-II-GK-008,2018,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,easy,"If two miscible liquids of same volume but different densities P 1 P_1 P 1 ​ and P 2 P_2 P 2 ​ are mixed, then the density of the mixture is given by [2018 CDS-II]",P 1 + P 2 2 \frac{P_1+P_2}{2} 2 P 1 ​ + P 2 ​ ​,2 P 1 P 2 P 1 + P 2 \frac{2P_1P_2}{P_1+P_2} P 1 ​ + P 2 ​ 2 P 1 ​ P 2 ​ ​,2 P 1 P 2 P 1 − P 2 \frac{2P_1P_2}{P_1-P_2} P 1 ​ − P 2 ​ 2 P 1 ​ P 2 ​ ​,P 1 P 2 P 1 + P 2 \frac{P_1P_2}{P_1+P_2} P 1 ​ + P 2 ​ P 1 ​ P 2 ​ ​,A,"Solution: If two miscible liquids of the same volume (V) but different densities P 1 P_1 P 1 ​ and P 2 P_2 P 2 ​ are mixed,then P 1 P_1 P 1 ​ and P 2 P_2 P 2 ​ are mixed,then,mass of first liquid = P 1 V 1 =P_1V_1 = P 1 ​ V 1 ​ ;mass of second liquid = P 2 V =P_2V = P 2 ​ V and total volume = 2 V =2V = 2 V Therefore, density of the finalmixture = Total mass/Total volume = P 1 + P 2 2 =\frac{P_1+P_2}{2} = 2 P 1 ​ + P 2 ​ ​ © examsnet.com"
CDS-2018-II-GK-009,2018,GK,Polity,Indian Constitution & Governance,Polity | Constitution of India | Governance | Constitutional Bodies,medium,The position vector of a particle is r ⃗ \vec{r} r = 2 t 2 x ^ t^{\hat{2x}} t 2 x ^ + 3 t y ^ \hat{3ty} 3 t y ^ ​ + 4 z ^ \hat{z} z ^ Then the instantaneous velocity v and acceleration a respectively lie [2018 CDS-II],on xy-plane and along z-direction,on yz-plane and along x-direction,on y z yz yz -plane and along ^-direction,on xy-plane and along x-direction,D,"Solution: If the position vector of a particle is r = 2 t 2 x ˙ + 3 t y ˙ + 4 z ˙ r=2t^{2}\dot{x}+3t\dot{y}+4\dot{z} r = 2 t 2 x ˙ + 3 t y ˙ ​ + 4 z ˙ , then the instantaneous velocity v and acceleration a will respectively lie on xy–plane in the x–direction. Instantaneous velocity is very different from ordinary velocity, which, to calculate, requires an interval of time. © examsnet.com"
CDS-2018-II-GK-010,2018,GK,General Mental Ability,Logical & Analytical Reasoning,Mental Ability | Logical Reasoning | Analytical Ability,medium,Two persons are holding a rope of negligible mass horizontally. A 20 kg mass is attached to the rope at the midpoint; as a result the rope deviates from the horizontal direction. The tension required to completely straighten the rope is (g=10m/ s 2 s^2 s 2 ) [2018 CDS-II],200 N,20 N,10 N,infinitely large,A,"Solution: Given, m = 20 kg m=20\,\text{kg} m = 20 kg Tension required to completely straighten the rope. From Newton's second law of motion, F = m a F=m a F = ma F = 20 × 10 F=20 \times 10 F = 20 × 10 ( ∵ (\because ( ∵ acceleration a due to gravity g = 10 m/s 2 g=10\,\text{m/s}^2 g = 10 m/s 2 ) = 200 N =200\,\text{N} = 200 N © examsnet.com"
CDS-2018-II-GK-011,2018,GK,Science & Tech,General Science & Emerging Technologies,Science & Tech | General Science | Applied Science | Physics | Chemistry | Biology,easy,Which one of the following does not convert electrical energy into light energy? [2018 CDS-II],A candle,A light-emitting diode,A laser,A television set,A,"Solution: In a candle, the wick when burnt produces heat energy as well as light energy. In this process, chemical energy transforms into heat energy and light energy. During the burning of a candle, a chemical reaction occurs. Light is produced as a side product of generated heat in the process. © examsnet.com"
CDS-2018-II-GK-012,2018,GK,Economy,Indian Economy & Financial System,Economy | Macroeconomics | Banking & Finance | Public Finance,easy,Which of the following is/are the main absorbing organ/organs of plants? [2018 CDS-II],Root only,Leaf only,Root and leaf only,"Root, leaf and bark",C,"Solution: The main absorbing organs of a plant are root and leaf only. In a plant, roots absorb water and minerals from the soil, leaf prepares food, and bark provides strength to the plant. Leaves also provide a larger area for the absorption of sunlight © examsnet.com"
CDS-2018-II-GK-013,2018,GK,Quantitative Aptitude,Basic Numeracy & Quantitative Aptitude,Aptitude | Mathematics | Quantitative Reasoning | Problem Solving,easy,Which of the following is not a primaiy function of a green leaf? [2018 CDS-II],Manufacture of food,Interchange of gases,Evaporation of water,Conduction of food and water,D,"Solution: Primary functions of a leaf are photosynthesis and gas exchange. It consists of stomata, which opens, closes, and regulates carbon dioxide, oxygen and water vapour exchange with the atmosphere. The primary function of vascular tissues – phloem and xylem – is conduction of food and water, respectively. © examsnet.com"
CDS-2018-II-GK-014,2018,GK,Modern History,Indian National Movement,Modern History | Freedom Struggle | British Colonial Rule,easy,Which one of the following denotes a ‘true’ fruit? [2018 CDS-II],When only the thalamus of the flower grows and develops into a fruit,When only the receptacle of the flower develops into a fruit,When fruit originates only from the calyx of a flower,When only the ovary of the flower grows into a fruit,D,"Solution: A true fruit is developed when only the ovary of the flower grows into a fruit. Ovary is an enlarged basal portion of the pistil, the female organ of a flower. It contains ovules which develop into seeds upon fertilisation and then becomes a fruit after getting matured. © examsnet.com"
CDS-2018-II-GK-015,2018,GK,Quantitative Aptitude,Basic Numeracy & Quantitative Aptitude,Aptitude | Mathematics | Quantitative Reasoning | Problem Solving,easy,"In which one of the following physiological processes, excess water escapes in the form of droplets from a plant? [2018 CDS-II]",Transpiration,Guttation,Secretion,Excretion,B,"Solution: In the guttation process, the exudation of drops of water through the tips or edges of leaves occurs. In this process, excess water escapes from the plants in the form of droplets. It does not occur during the night because of closed stomata. © examsnet.com"
CDS-2018-II-GK-016,2018,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,easy,"If the xylem of a plant is mechanically blocked, which of the. following functions of the plant will be affected? [2018 CDS-II]",Transport of water only,Transport of water and solutes,Transport of solutes only,Transport of gases,B,"Solution: If the xylem of a plant is mechanically blocked, the upward movement of water and transportation of solutes will stop leading to the leaves. Xylem is a type of tissue in vascular plants that transports water and some soluble nutrients including minerals and inorganic ions from the roots to the rest of the plant. The phenomenon that allows xylem sap to flow upwards against gravity is called capillary action. © examsnet.com"
CDS-2018-II-GK-017,2018,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,easy,Which one of the following agents does not contribute to propagation of plants through seed dispersal? [2018 CDS-II],Wind,Fungus,Animal,Water,B,"Solution: Fungus does not contribute to propagation of plants through seed dispersal. Seed dispersal is the movement of seeds away from the parent plant. Plants rely upon both abiotic vectors and biotic vectors for this. Seeds disperse using five main modes, i.e., gravity, wind, ballistics, water and animals. Some plants are serotinous and only disperse their seeds in response to an environmental stimulus. © examsnet.com"
CDS-2018-II-GK-018,2018,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,easy,The visible portion of the electromagnetic spectrum is [2018 CDS-II],infrared,radiowave,microwave,light,D,"Solution: The visible portion of the electromagnetic spectrum is light. Visible rays are the most familiar form of electromagnetic waves. It is the part of the spectrum that is detected by human eyes. It runs from about 4 × 1 0 14 Hz 4 \times 10^{14} \text{Hz} 4 × 1 0 14 Hz to 7 × 1 0 14 Hz 7 \times 10^{14} \text{Hz} 7 × 1 0 14 Hz or a wavelength of about 700 − 400 nm 700-400 \text{nm} 700 − 400 nm . Infrared, radio waves, microwaves, etc., are not visible portion of electromagnetic spectrum. © examsnet.com"
CDS-2018-II-GK-019,2018,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,easy,Which one of the following is the correct ascending sequence of States in terms of their population density as per Census 2011? [2018 CDS-II],Arunachal Pradesh—Sikkim— Mizoram—Himachal Pradesh,Arunachal Pradesh--Mizoram— Sikkim—Himachal Pradesh,Mizoram—Arunachal Pradesh— Himachal Pradesh—Sikkim,Arunachal Pradesh—Himachal Pradesh—Sikkim—Mizoram,B,"Solution: The population density of Arunachal Pradesh is 17 persons per square kilometre, Mizoram is 52, Sikkim is 86, and Himachal Pradesh is 123 persons per square kilometre. So, the correct sequence of the increasing population density of the given states is Arunachal Pradesh – Mizoram – Sikkim – Himachal Pradesh. © examsnet.com"
CDS-2018-II-GK-020,2018,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,easy,"The rate of population growth during 2001-2011 decade declined over the previous decade (1991-2001) in all of the following States, except [2018 CDS-II]",Tamil Nadu,Kerala,Goa,Andhra Pradesh,A,"Solution: The rate of population growth during the 2001–2011 decade in Tamil Nadu was 15.6%; in Kerala, it was 4.9%; in Goa, it was 8.2%; and in Andhra Pradesh, it was 11.1%. In the 1991–2001 decade, in Tamil Nadu, the growth rate of population was 11.7%; in Kerala, it was 9.4%; in Goa, it was 15.2%; and in Andhra Pradesh, it was 14.6%. Hence, the rate of population growth during the 2001–2011 decade increased over the previous decade (1991–2001) in Tamil Nadu. © examsnet.com"
CDS-2018-II-GK-021,2018,GK,Environment & Ecology,"Ecology, Biodiversity & Climate Change",Environment & Ecology | Biodiversity | Conservation | Climate Change,easy,Which one of the following statements with regard to growth of coral reefs is not correct? [2018 CDS-II],Coral can grow abundantly in freshwater.,It requires warm water between 23 °C-25 °C.,"It requires shallow saltwater, not deeper than 50 metres.",It requires plenty of sunlight to aid photosynthesis,A,"Solution: Coral reefs grow best in warm water (23° C–25° C). It prefers salty, clear and shallow water, where plenty of sunlight reaches to aid photosynthesis. It grows up to a depth of 91 metres, but grows poorly below 50 metres. It cannot grow in fresh water. © examsnet.com"
CDS-2018-II-GK-022,2018,GK,Quantitative Aptitude,Basic Numeracy & Quantitative Aptitude,Aptitude | Mathematics | Quantitative Reasoning | Problem Solving,medium,"As per Census 2011, the concentration of Scheduled Caste population (going by percentage of Scheduled Caste population to total population of the State) is the highest in the State of [2018 CDS-II]",Uttar Pradesh,Himachal Pradesh,Punjab,West Bengal,C,"Solution: As per Census 2011, the concentration of the Scheduled Caste population (going by percentage of Scheduled Caste population to the total population of the state) is the highest in the state of Punjab (31.9%). Himachal Pradesh, West Bengal and Uttar Pradesh have the Scheduled Caste population of 25.2%, 23.5% and 20.7%, respectively of their total population. © examsnet.com"
CDS-2018-II-GK-023,2018,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,easy,Which one of the following States has more than two major ports? [2018 CDS-II],Maharashtra,West Bengal,Odisha,Tamil Nadu,D,"Solution: Among the given states, Tamil Nadu has three major ports, namely Ennore port, Tuticorin port and Chennai port. Maharashtra has two ports, namely Nhava Sheva port (Jawaharlal Nehru Port) and Bombay port. West Bengal has one port, i.e., Haldia port, and Odisha also has one port, i.e., Paradip port. © examsnet.com"
CDS-2018-II-GK-024,2018,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,easy,"The equivalent weight of B a ( O H ) 2 \mathrm{Ba(OH)}_2 Ba ( OH ) 2 ​ is (given, atomic weight of Ba is 137.3) [2018 CDS-II]",85.7,137.3,154.3,171.3,A,"Solution: The molecular mass of B a ( O H ) 2 \mathrm{Ba(OH)}_2 Ba ( OH ) 2 ​ = Atomic weight of Ba (137.3) + Atomic weight of Oxygen (16*2) + Atomic weight of Hydrogen (1*2) = 137.3 + 32 + 2 = 171.3 Here, mole factor = 2 Therefore, equivalent weight of B a ( O H ) 2 = 171.5 2 = 85.7 \mathrm{Ba(OH)}_2 = \frac{171.5}{2} = 85.7 Ba ( OH ) 2 ​ = 2 171.5 ​ = 85.7 . © examsnet.com"
CDS-2018-II-GK-025,2018,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,easy,Which one of the following nitrogen oxides has the highest oxidation state of nitrogen? [2018 CDS-II],NO,N O 2 NO_2 N O 2 ​,N 2 O N_2O N 2 ​ O,N 2 O 5 N_2O_5 N 2 ​ O 5 ​,D,"Solution: Oxidation state of nitrogen in NO is +2, N O 2 NO_2 N O 2 ​ is +4, N 2 O N_2O N 2 ​ O is +1 and N 2 O 5 N_2O_5 N 2 ​ O 5 ​ is +5. Hence, N 2 O 5 N_2O_5 N 2 ​ O 5 ​ has the highest oxidation state of nitrogen. © examsnet.com"
CDS-2018-II-GK-026,2018,GK,Defence & Security,"Defence, Military & Internal Security",Defence | Military Exercises | Armed Forces | Security Architecture,easy,Which one of the following is not true forthe form of carbon known as diamond? [2018 CDS-II],It is harder than graphite,It contains the same percentage of carbon as graphite,It is a better electric conductor than graphite,It has different carbon to carbon distance in all directions,C,"Solution: Most of the diamonds are extremely efficient thermal conductors, but do not act as good electric conductors as graphite. A diamond can conduct heat well as a result of the strong covalent bonds between carbon atoms. The thermal conductivity of natural diamond is around 22 W/(cm· K), which makes the diamond five times better in conducting heat  than copper. © examsnet.com"
CDS-2018-II-GK-027,2018,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,medium,"In which one of the following reactions, the maximum quantity of H 2 \mathrm{H}_2 H 2 ​ gas is produced by the decomposition of 1 g 1\,\mathrm{g} 1 g of compound by H 2 O , O 2 \mathrm{H}_2\mathrm{O},\mathrm{O}_2 H 2 ​ O , O 2 ​ ? [2018 CDS-II]","C H 4 \mathrm{CH}_4 CH 4 ​ + H 2 O \mathrm{H}_2\mathrm{O} H 2 ​ O → C O \mathrm{CO} CO + 3 H 2 3\,\mathrm{H}_2 3 H 2 ​",C O \mathrm{CO} CO + H 2 O \mathrm{H}_2\mathrm{O} H 2 ​ O → C O 2 \mathrm{CO}_2 CO 2 ​ + H 2 \mathrm{H}_2 H 2 ​,"C H 4 \mathrm{CH}_4 CH 4 ​ + 1 2 O 2 \frac{1}{2}\,\mathrm{O}_2 2 1 ​ O 2 ​ → CO + 2 H 2 2\,\mathrm{H}_2 2 H 2 ​","C 12 H 24 \mathrm{C}_{12}\mathrm{H}_{24} C 12 ​ H 24 ​ + 6 O 2 6\,\mathrm{O}_2 6 O 2 ​ → 12CO + 12 H 2 12\,\mathrm{H}_2 12 H 2 ​",A,"Solution: In the reaction of methane with water, the maximum quantity of H 2 \mathrm{H}_2 H 2 ​ gas is produced in two steps by the decomposition of 1 gm of compound. C H 4 + H 2 O → C O + 3 H 2 \mathrm{CH}_4+\mathrm{H}_2\mathrm{O}\rightarrow\mathrm{CO}+3\,\mathrm{H}_2 CH 4 ​ + H 2 ​ O → CO + 3 H 2 ​ (Endothermic) C O + H 2 O → C O 2 + H 2 \mathrm{CO}+\mathrm{H}_2\mathrm{O}\rightarrow\mathrm{CO}_2+\mathrm{H}_2 CO + H 2 ​ O → CO 2 ​ + H 2 ​ (Exothermic) © examsnet.com"
