Id,Year,Paper,Subject,Topics,Tags,Difficulty,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer,Explanation
CAPF-2015-GAI-001,2015,GAI,Polity,Indian Constitution & Governance,Polity | Constitution of India | Governance | Constitutional Bodies,easy,The setting up of the Inter-State Council in 1990 was meant to,substitute the National Development Council,strengthen the federal provisions of the Constitution,be an institutional interface between the Judiciary and the Government,provide membership to local customary bodies,B,"**Correct Answer: Option (B) - strengthen the federal provisions of the Constitution**

**Context & Concept (Polity - Indian Constitution & Governance):**
Option (B) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2015-GAI-002,2015,GAI,Geography,Physical and Indian Geography,Geography | Physical Geography | Indian Geography | Geomorphology,easy,Which one of the following is not a Central Paramilitary Force under the Ministry of Home Affairs?,Central Industrial Security Force,Central Reserve Police Force,Ladakh Scouts,Border Security Force,C,"**Correct Answer: Option (C) - Ladakh Scouts**

**Context & Concept (Geography - Physical and Indian Geography):**
Option (C) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2015-GAI-003,2015,GAI,General Studies & Mental Ability,General Studies & Mental Ability,General Ability | UPSC CAPF | Prelims,medium,The following item consists of two Statements I and II. Examine these two statements carefully and select the correct answer using the code given below. Statement I India's share of world manufacturing output steadily declined during the 19th and the 20th centuries. Statement II There was no absolute decline in production in India during the colonial rule. Codes,Both the statements are individually true and Statement II is the correct explanation of Statement I,Both the statements are individually true but Statement II is not the correct explanation of Statement I,Statement I is true but Statement II is false,Statement I is false but Statement II is true,D,"**Correct Answer: Option (D) - Statement I is false but Statement II is true**

**Context & Concept (General Studies & Mental Ability - General Studies & Mental Ability):**
Option (D) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2015-GAI-004,2015,GAI,Polity,Indian Constitution & Governance,Polity | Constitution of India | Governance | Constitutional Bodies,easy,The Comptroller and Auditor-General of India can be removed from office only by,President on the advice of the Union Cabinet,Chief Justice of the Supreme Court,President of India after an address in both Houses of Parliament,President on the advice of Chief Justice of India,C,"**Correct Answer: Option (C) - President of India after an address in both Houses of Parliament**

**Context & Concept (Polity - Indian Constitution & Governance):**
Option (C) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2015-GAI-005,2015,GAI,General Studies & Mental Ability,General Studies & Mental Ability,General Ability | UPSC CAPF | Prelims,easy,Which one of the following is under the control of the Ministry of Defence?,Indo-Tibetan Border Police,Rashtriya Rifles,National Security Guard,Sashastra Seema Bal,B,"**Correct Answer: Option (B) - Rashtriya Rifles**

**Context & Concept (General Studies & Mental Ability - General Studies & Mental Ability):**
Option (B) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2015-GAI-006,2015,GAI,General Studies & Mental Ability,General Studies & Mental Ability,General Ability | UPSC CAPF | Prelims,hard,Which of the following statements with regard to construction of railways in colonial India by the British companies is /are not true? 1. The companies were guaranteed a return of 5% on their investment by Government of India. 2. The railways were to be managed mainly by the Government. 3. There was no system of preferential freight charges. 4. The companies were to get the land free from the Government. Select the correct answer using the code given below.,1 and 3,2 and 3,Only 4,"2, 3 and 4",C,"**Correct Answer: Option (C) - Only 4**

**Context & Concept (General Studies & Mental Ability - General Studies & Mental Ability):**
Option (C) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2015-GAI-007,2015,GAI,Polity,Indian Constitution & Governance,Polity | Constitution of India | Governance | Constitutional Bodies,easy,"According to Granville Austin, which of the following was/were the most significant contributions of India to constitutionmaking?",Majority Rule and Minority Rights,Consensus and Accommodation,Social revolution and Political Freedom,Asymmetrical Federal Structure,C,"**Correct Answer: Option (C) - Social revolution and Political Freedom**

**Context & Concept (Polity - Indian Constitution & Governance):**
Option (C) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2015-GAI-008,2015,GAI,Defence & Security,"Defence, Military & Internal Security",Defence | Military Exercises | Armed Forces | Security Architecture,easy,Jammu and Kashmir Light Infantry is,a Central Paramilitary Force,a force maintained by the state of Jammu and Kashmir,a regiment of the Indian Army,None of the above,C,"**Correct Answer: Option (C) - a regiment of the Indian Army**

**Context & Concept (Defence & Security - Defence, Military & Internal Security):**
Option (C) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2015-GAI-009,2015,GAI,Modern History,Indian National Movement,Modern History | Freedom Struggle | British Colonial Rule,hard,"Which of the following represents the main phases of the Quit India Movement? 1. Strikes, boycotts and picketing in urban centres. 2. Widespread attacks in rural areas on the many symbols and means of colonial rule and authority. e.g., railways, telegraph lines and Government buildings. 3. Formation of Home Rule leagues. 4. The Karnataka method. Select the correct answer using the code given below.",1 and 2,"2,3 and 4","1,2 and 4",1 and 4,A,"**Correct Answer: Option (A) - 1 and 2**

**Context & Concept (Modern History - Indian National Movement):**
Option (A) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2015-GAI-010,2015,GAI,Polity,Indian Constitution & Governance,Polity | Constitution of India | Governance | Constitutional Bodies,easy,The Special Provisions in Article 371G of the Constitution of India relate to the state of,Jammu and Kashmir,Jharkhand,Mizoram,Nagaland,C,"**Correct Answer: Option (C) - Mizoram**

**Context & Concept (Polity - Indian Constitution & Governance):**
Option (C) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
