Id,Year,Paper,Subject,Topics,Tags,Difficulty,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer,Explanation
CDS-2023-I-GK-001,2023,GK,Ancient History,Ancient Indian History,Ancient History | Indian History | Archaeological Sources,hard,Consider the following statements about Kanaganahalli archaeological site: 1. It is situated on the bank of Bhima river. 2. The remains of the Kanaganahalli Stupa can be dated between 1 s t 1^{st} 1 s t and 3 r d 3^{rd} 3 r d centuries CE. 3. Emperor Ashoka's image was found at the site. Which of the statements given above are correct?,1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",D,"Solution: Concept: The Kanaganahalli site is a Buddhist archaeological site with a stupa and Ashokan reliefs. Explanation: Statement 1: The site is located on the left bank of the Bhima river in Karnataka. It is correct. Statement 2: Excavations revealed a Maha Stupa built between 1 s t 1^{st} 1 s t and 3 r d 3^{rd} 3 r d centuries CE. It is correct. Statement 3: Carved depictions of Emperor Ashoka with his queen and attendants were found at the site. It is correct. All three statements are accurate. Answer: Option D: 1 , 2 1, 2 1 , 2 and 3 3 3 only. © examsnet.com"
CDS-2023-I-GK-002,2023,GK,Geography,Physical and Indian Geography,Geography | Physical Geography | Indian Geography | Geomorphology,hard,"Which of the following statements about volcanoes are correct? 1. The strength of a volcano is measured by the Volcanic Explosive Index. 2. Iceland and Philippines were created by volcanic activity. 3. Volcanic soils are rich, deep and fertile and allow intensive agriculture to take place. Select the correct answer using the code given below.",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",D,"Solution: Concept: Volcanic Explosive Index measures eruption strength; Iceland and Philippines are volcanic islands; volcanic soils are fertile. Explanation: Statement 1 is correct because the Volcanic Explosive Index (VEI) is the standard scale to gauge the explosiveness of volcanic eruptions. It considers factors like ejected material volume, eruption cloud height, and duration. Statement 2 is correct as both Iceland and the Philippines are geologically young regions formed primarily by volcanic activity and tectonic plate movements. Their islands were built up through repeated eruptions and submarine volcanism. Statement 3 is correct because volcanic soils, derived from weathered ash and lava, are rich in minerals like potassium, phosphorus, and trace elements. These soils are deep, well-drained, and highly fertile, supporting intensive agriculture in many volcanic regions such as Indonesia, Italy, and parts of India. All three statements accurately describe volcanic phenomena and their consequences. Answer: 1, 2 and 3 (Option D). © examsnet.com"
CDS-2023-I-GK-003,2023,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,hard,"Consider the following characteristics of a cloud type: 1. They are born through convection. 2. Only cloud type that can produce hail, thunder and lightning. 3. They are large cauliflower-shaped towers, often 'anvil tops'. Identify the type of cloud on the basis of the given characteristics.",Stratocumulus,Cumulonimbus,Cirrocumulus,Nimbostratus,B,"Solution: Concept: Cumulonimbus clouds are the only cloud type associated with severe thunderstorms, hail, and the classic anvil shape. Explanation: Characteristic 1: Born through convection. Cumulonimbus forms when warm, moist air rises rapidly in strong updrafts. Characteristic 2: Produces hail, thunder, and lightning. Only cumulonimbus clouds have the vertical development and ice processes needed for these phenomena. Characteristic 3: Large cauliflower-shaped towers with anvil tops. The flat, spreading top is a distinctive anvil-shaped cirrus shield caused by upper-level wind shear. Thus, all three features uniquely match cumulonimbus clouds. Answer: B. Cumulonimbus © examsnet.com"
CDS-2023-I-GK-004,2023,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,medium,"Meena wants to show diagrammatically how two sets of data, namely, population size and number of services are related to each other. Which one of the following will be the most suitable for the presentation?",Pie chart,Scatter graph,Bar chart,Triangular graph,B,"Solution: Concept: A scatter graph shows the relationship between two numerical variables by plotting points on a two-dimensional plane. Explanation: Meena wants to see how population size is related to the number of services. Both are continuous numerical data sets. A scatter graph places one variable on the x‑axis and the other on the y‑axis. Each point represents a pair of values, allowing direct observation of patterns or correlations. Pie charts show proportions of a whole, not relationships between two sets. Bar charts compare categories but do not clearly display the connection between two continuous variables. Triangular (ternary) graphs handle three variables that sum to a constant – unsuitable here. Therefore, a scatter graph is the most appropriate choice for this purpose. Answer: B. Scatter graph © examsnet.com"
CDS-2023-I-GK-005,2023,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,easy,Which one of the following Indian States has the longest coastline?,Tamil Nadu,Gujarat,Maharashtra,Andhra Pradesh,B,"Solution: Concept: The state with the longest coastline in India is determined by comparing the coastal lengths of all states. Explanation: India's total coastline is approximately 7516.1 7516.1 7516.1 km, touching 13 13 13 states and Union Territories. Among the given options, Gujarat has the largest coastline at about 1600 1600 1600 km. Other states have shorter coastlines: Andhra Pradesh ( 974 974 974 km), Tamil Nadu ( 940 940 940 km), Maharashtra ( 720 720 720 km), and so on. The ranking of coastline lengths is shown in the table below: States Coastline in Kilometres Gujarat 1600 1600 1600 Andhra Pradesh 974 974 974 Tamil Nadu 940 940 940 Maharashtra 720 720 720 Kerala 580 580 580 Odisha 485 485 485 Karnataka 320 320 320 West Bengal 157 157 157 Goa 101 101 101 Hence, Gujarat has the longest coastline among all Indian states. Answer: Gujarat © examsnet.com"
CDS-2023-I-GK-006,2023,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,medium,Which of the following statements is/are correct? 1. Visakhapatnam Port is a land- locked harbour. 2. Deendayal Port is a tidal port. Select the correct answer using the code given below.,1 only,2 only,Both 1 and 2,Neither 1 nor 2,C,"Solution: Concept: Identify whether each port's geographical classification — land‑locked harbour and tidal port — is correctly stated. Explanation: • Visakhapatnam Port is located on the eastern coast, midway between Chennai and Kolkata. • It is protected by natural barriers (hills and breakwaters) so that ships enter through a narrow channel; this makes it a land‑locked harbour. • Hence, statement 1 is correct. • Deendayal Port (formerly Kandla Port) is situated on the Gulf of Kutch, in the Arabian Sea. • It was built in the 1950s as a major western seaport. • The port experiences large variations in water level due to tides, and ships must enter during high tide — a characteristic of a tidal port. • Thus, statement 2 is also correct. • Both statements are factually accurate according to standard Indian geography. Answer: C. Both 1 and 2 © examsnet.com"
CDS-2023-I-GK-007,2023,GK,Modern History,Indian National Movement,Modern History | Freedom Struggle | British Colonial Rule,medium,"There is an increase in forest cover area of India between 2011 and 2021. However, there is a decrease in forest cover area of India during the same period in",very dense forest (canopy density of more than 70 percent),moderately dense forest (canopy density between 40-70 percent),open forest (canopy density between 10-20 percent),Both (2) and (3),B,"Solution: Concept: Forest cover changes in India (2011–2021) show a decrease only in Moderately Dense Forest (canopy density 40–70%). Explanation: According to the Forest Survey of India reports for 2011 and 2021: • Very Dense Forest (canopy density ≥70%) increased from 83,471 km² to 99,779 km². • Moderately Dense Forest (canopy density 40–70%) decreased from 320,736 km² to 306,890 km². • Open Forest (canopy density 10–40%) increased from 287,820 km² to 307,120 km². • Scrub (canopy density <10%) increased from 42,176 km² to 46,539 km². Thus, the only category that recorded a decrease in area is Moderately Dense Forest. Answer: B. moderately dense forest (canopy density between 40-70 percent) © examsnet.com"
CDS-2023-I-GK-008,2023,GK,Geography,Physical and Indian Geography,Geography | Physical Geography | Indian Geography | Geomorphology,hard,"Consider the following statements concerning the National Education Policy, 2020: 1. At least 50 percent of the learners through school and higher education system to get exposure to vocational education by 2025. 2. Secondary schools should collaborate with ITIs, Polytechnics. and local industries. 3. Vocational education to be exclusively provided by NGOs. Which of the statements given above is/are correct?",1 only,1 and 2 only,2 and 3 only,"1, 2 and 3",B,"Solution: Concept: The National Education Policy 2020 promotes vocational training in schools and colleges. Explanation: Statement 1: The policy sets a target that by 2025, at least 50 % 50\% 50% of learners in school and higher education will have exposure to vocational education. This statement is correct. Statement 2: Secondary schools are expected to collaborate with ITIs, polytechnics, and local industries to integrate vocational education. This statement is also correct. Statement 3: Vocational education is not exclusively provided by NGOs. It can be offered by higher education institutions on their own or in partnership with industry and NGOs. Therefore, statement 3 is incorrect. Answer: Only statements 1 and 2 are correct. (Option B: 1 and 2 only) © examsnet.com"
CDS-2023-I-GK-009,2023,GK,Current Affairs,Current Events of National & International Importance,Current Affairs | International Relations | Government Schemes | Awards,easy,"Which of the following sets of States is at the bottom of the Composite SDG India Index, 2020-2021 as per the NITI Aayog?","Assam, Jharkhand, Bihar","Uttar Pradesh, Jharkhand, Bihar","Uttar Pradesh, Bihar, Assam","Odisha, Bihar, Jharkhand",A,"Solution: Concept: The SDG India Index 2020-2021 ranks states and union territories based on their performance towards the Sustainable Development Goals. Explanation: The index is developed by NITI Aayog in collaboration with the United Nations. Kerala topped the list with 75 points. At the bottom, the worst-performing states were Bihar, Jharkhand, and Assam. Thus the correct set of states is Assam, Jharkhand, Bihar. Answer: Option A. Assam, Jharkhand, Bihar. © examsnet.com"
CDS-2023-I-GK-010,2023,GK,Polity,Indian Constitution & Governance,Polity | Constitution of India | Governance | Constitutional Bodies,easy,Which one of the following is not a part of Article 51 of the Constitution of India?,Promote international peace and security,Maintain just and honourable relations between nations,Use of UN peacekeeping force for resolution of international disputes,Encourage settlement of inter- national disputes by arbitration,C,"Solution: Concept: Article 51 of the Indian Constitution lists Directive Principles for promoting international peace and cooperation. Explanation: Article 51 directs the State to promote international peace and security. It asks to maintain just and honourable relations between nations. It also encourages settlement of international disputes by arbitration. However, the use of UN peacekeeping forces is not mentioned in Article 51. UN peacekeeping forces are a multinational tool deployed by the UN Security Council, not a constitutional directive for India. Therefore, option C is the one not part of Article 51. Answer: C. Use of UN peacekeeping force for resolution of international disputes © examsnet.com"
