Id,Year,Paper,Subject,Topics,Tags,Difficulty,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer,Explanation
CDS-2024-II-GK-001,2024,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,easy,Which one among the following is not a micronutrient for plants?,Iron,Manganese,Magnesium,Chlorine,C,"Solution: Concept: Micronutrients are elements required by plants in very small amounts, while macronutrients are needed in larger quantities. Explanation: The options include Iron ( F e \mathrm{Fe} Fe ), Manganese ( M n \mathrm{Mn} Mn ), Magnesium ( M g \mathrm{Mg} Mg ), and Chlorine ( C l \mathrm{Cl} Cl ). Iron, Manganese, and Chlorine are micronutrients essential in trace amounts for processes like photosynthesis and enzyme activation. Magnesium, however, is a macronutrient because it is needed in larger quantities — it is a central component of chlorophyll and vital for photosynthesis. Therefore, Magnesium is not a micronutrient. Answer: Magnesium ( M g \mathrm{Mg} Mg ) © examsnet.com"
CDS-2024-II-GK-002,2024,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,easy,Xylem in the plants are responsible for the transport of:,Water,Water and dissolved minerals,Gases,Food,B,"Solution: Concept: Xylem is the plant vascular tissue that transports water and dissolved minerals from roots to the rest of the plant. Explanation: Water is absorbed by root hairs from the soil and moves upward through xylem vessels. Dissolved minerals like nitrates, phosphates, and potassium are carried along with the water. This upward movement is mainly driven by transpiration pull and root pressure. Xylem consists of specialized cells such as tracheids and vessel elements for efficient water conduction. In contrast, phloem transports food (sugars) from leaves to other parts. Therefore, xylem is responsible for moving water and dissolved minerals, not gases or food. Answer: B. Water and dissolved minerals © examsnet.com"
CDS-2024-II-GK-003,2024,GK,Science & Tech,General Science & Emerging Technologies,Science & Tech | General Science | Applied Science | Physics | Chemistry | Biology,easy,Which one among the following hormones inhibits the growth activity in plants?,Auxins,Cytokinins,Abscisic acid,Gibberellins,C,"Solution: Concept: Abscisic acid (ABA) is the hormone that inhibits plant growth and induces stress responses. Explanation: Abscisic acid (ABA) promotes dormancy and stops growth during adverse conditions. It closes stomata to reduce water loss during drought. It also triggers abscission (shedding) of leaves, fruits, and flowers. During seed development, ABA maintains seed dormancy until conditions are favourable. ABA acts opposite to growth-promoting hormones like auxins, cytokinins, and gibberellins. Auxins promote cell elongation, cytokinins stimulate cell division, and gibberellins encourage stem elongation and seed germination. By inhibiting cell division and elongation, ABA slows overall plant growth. Answer: Abscisic acid © examsnet.com"
CDS-2024-II-GK-004,2024,GK,Science & Tech,General Science & Emerging Technologies,Science & Tech | General Science | Applied Science | Physics | Chemistry | Biology,easy,Which of the the following following category of biomolecules does Starch belong to?,Protein,Carbohydrate,Lipid,Nucleic acid,B,"Solution: Concept: Starch is a type of biomolecule classified as a carbohydrate, specifically a polysaccharide. Explanation: Biomolecules are divided into four main categories: carbohydrates, proteins, lipids, and nucleic acids. Starch is made up of many glucose units linked by glycosidic bonds, so it is a polysaccharide. Polysaccharides are a sub‑group of carbohydrates, which serve as a major energy source. In plants, starch is the primary form of energy storage. Common food sources of starch include potatoes, rice, and corn. During digestion, starch is broken down into glucose, which the body uses for energy. Carbohydrates can be simple (sugars) or complex (starches and fibres). Answer: Carbohydrate © examsnet.com"
CDS-2024-II-GK-005,2024,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,easy,Which one among the following is not a feature of Xerophytes?,Smaller leaves,Large number of stomata,Waxy cuticle,Stomata in pits,B,"Solution: Concept: Xerophytes possess specific adaptations to conserve water in arid habitats. Explanation: Smaller leaves lower the surface area for transpiration, helping retain water. Waxy cuticle acts as a waterproof barrier, preventing excessive water loss. Stomata sunken in pits create a humid microclimate, reducing transpiration rate. In contrast, a large number of stomata would drastically increase water loss through transpiration. Xerophytes typically have fewer stomata, often sunken, to minimize water loss. Hence, having a large number of stomata is not a characteristic feature of xerophytes. Answer: Large number of stomata. © examsnet.com"
CDS-2024-II-GK-006,2024,GK,Geography,Physical and Indian Geography,Geography | Physical Geography | Indian Geography | Geomorphology,easy,"Halophytes are the plants that grow on which one, among the following categories of soil?",Acidic soil,Saline soil,Black soil,Sandy soil,B,"Solution: Concept: Halophytes are plants specially adapted to survive and grow in environments with high salt concentration, such as coastal and marshy areas. Explanation: Saline soil contains a high amount of soluble salts, mainly sodium chloride, which makes it difficult for normal plants to absorb water. Halophytes have evolved unique mechanisms like salt-excreting glands, succulent leaves, and extensive root systems to tolerate these conditions. Common examples are mangroves, saltbush, and glasswort. Therefore, halophytes are found only on saline soil, not on acidic, black, or sandy soil. Answer: Saline soil © examsnet.com"
CDS-2024-II-GK-007,2024,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,easy,Which one among the following is not a part of vascular bundle in plants?,Phloem,Xylem,Cambium,Endodermis,D,"Solution: Concept: Vascular bundles consist of xylem, phloem, and cambium (in dicots), but the endodermis is a boundary layer outside the vascular cylinder. Explanation: The vascular bundle is the plant's transport system. It contains xylem (water and minerals), phloem (organic nutrients), and sometimes cambium (secondary growth). The endodermis is a single-cell layer in roots that regulates water flow into the vascular cylinder. It lies outside the vascular bundle, between the cortex and the pericycle. Thus, endodermis is not part of the vascular bundle itself. Answer: Endodermis © examsnet.com"
CDS-2024-II-GK-008,2024,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,easy,In which one among the following mediums would the speed of sound be maximum?,Distilled water,Sea water,Drinking water,Methanol,B,"Solution: Concept: The speed of sound in a medium depends on its density and elasticity (bulk modulus). A higher bulk modulus and optimal density increase the speed. Explanation: The speed of sound is given by v = B ρ v = \sqrt{\frac{B}{\rho}} v = ρ B ​ ​ , where B B B is the bulk modulus and ρ \rho ρ is the density. Sea water contains dissolved salts and minerals, which increase both its density and its bulk modulus compared to pure water. This combination makes sound travel faster in sea water than in distilled water, drinking water, or methanol. Distilled water has the lowest density and bulk modulus among water types, so sound is slower. Drinking water has some impurities but less than sea water, so its speed is intermediate. Methanol, being an alcohol, has much lower density and elasticity than water, resulting in the slowest speed of sound. Typical values: Sea water ~1531 m/s, distilled water ~1498 m/s, drinking water slightly higher than distilled, methanol ~1100 m/s. Thus, among the options, sea water offers the maximum speed of sound. Answer: Sea water (Option B) © examsnet.com"
CDS-2024-II-GK-009,2024,GK,Science & Tech,General Science & Emerging Technologies,Science & Tech | General Science | Applied Science | Physics | Chemistry | Biology,easy,Which organelle in animal cells can digest foreign materials?,Endoplasmic reticulum,Lysosome,Golgi body,Mitochondria,B,"Solution: Concept: Lysosomes are membrane-bound organelles containing digestive enzymes that break down foreign materials and cellular waste. Explanation: Lysosomes are found in animal cells and function as the cell's ""stomach."" They contain hydrolytic enzymes that can digest proteins, lipids, nucleic acids, and carbohydrates. When foreign particles like bacteria or viruses enter the cell via phagocytosis, lysosomes fuse with the engulfing vesicle and destroy the invaders. Lysosomes also perform autophagy, recycling damaged organelles and proteins. Other organelles have different roles: the endoplasmic reticulum synthesizes proteins and lipids; the Golgi body modifies and packages molecules for transport; mitochondria generate ATP energy. Thus, only lysosomes are specialized for digesting foreign materials. Answer: Lysosome (Option B). © examsnet.com"
CDS-2024-II-GK-010,2024,GK,Science & Tech,General Science & Emerging Technologies,Science & Tech | General Science | Applied Science | Physics | Chemistry | Biology,medium,"Photosynthesis that converts light energy into chemical energy by the plants, involves the use of green pigments of leaves called chlorophyll. The only structure in a leaf that hosts chlorophyll is :",Nucleus,Ribosome,Chloroplast,Chromosome,C,"Solution: Concept: Chlorophyll, the green pigment essential for photosynthesis, is located exclusively within chloroplasts in leaf cells. Explanation: Photosynthesis uses sunlight to convert carbon dioxide and water into glucose and oxygen. Chlorophyll absorbs light energy and initiates this conversion. In plant cells, chlorophyll is contained in specialized organelles called chloroplasts. Chloroplasts have a double membrane and internal stacks of thylakoids (grana) where light reactions occur. The stroma, the fluid around grana, hosts the Calvin cycle (light-independent reactions). Other cellular structures like the nucleus (genetic material), ribosome (protein synthesis), and chromosome (DNA) do not contain chlorophyll. Therefore, chlorophyll is only found in chloroplasts. Answer: C. Chloroplast © examsnet.com"
