Id,Year,Paper,Subject,Topics,Tags,Difficulty,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer,Explanation
CAPF-2017-GAI-001,2017,GAI,Geography,Physical and Indian Geography,Geography | Physical Geography | Indian Geography | Geomorphology,easy,Statement I Plantation farming has mostly been practiced in humid tropics. Statement II The soil of humid tropics is highly fertile.,Both the statements are individually true and statement II is the correct explanation of statement I.,"Both the statements are individually true, but statement II is not the correct explanation of statement I.","Statement I is true, but statement II is false.","Statement I is false, but statement II is true",A,Solution: Both the statements are correct and statement II is the correct explanation of the I statement. Countries that have plantation agriculture usually experience high annual temperatures and receive high annual rainfall. Plantations are mainly found in countries that have a tropical climate. The soils found in the humid regions are varied and diverse and are usually high on fertility © examsnet.com
CAPF-2017-GAI-002,2017,GAI,General Studies & Mental Ability,General Studies & Mental Ability,General Ability | UPSC CAPF | Prelims,medium,Statement I Chameleon changes its skin . colour to match with the colour of the surroundings. Statement II The skin of chameleon emits light of the colour of the surroundings through fluorescence.,Both the statements are individually true and statement II is the correct explanation of statement I.,"Both the statements are individually true, but statement II is not the correct explanation of statement I.","Statement I is true, but statement II is false.","Statement I is false, but statement II is true",C,"Solution: Both the statements are correct and statement II is the correct explanation of the statement I. Chameleons are famous for their quick colour-changing abilities. It's a common misconception that they do this to camouflage themselves against a background. In fact, chameleons mostly change colour to regulate their temperatures or to signal their intentions to other chameleons through specialised cells called chromatophores © examsnet.com"
CAPF-2017-GAI-003,2017,GAI,Science & Tech,General Science & Emerging Technologies,Science & Tech | General Science | Applied Science | Physics | Chemistry | Biology,medium,"Statement I Occsionally we see two rainbows together, the primary rainbow with another less intense secondary rainbow about 10° away. Statement II The secondary rainbow appears due to refraction after a reflection of sunlight from the water droplets",Both the statements are individually true and statement II is the correct explanation of statement I.,"Both the statements are individually true, but statement II is not the correct explanation of statement I.","Statement I is true, but statement II is false.","Statement I is false, but statement II is true",A,"**Correct Answer: Option (A) - Both the statements are individually true and statement II is the correct explanation of statement I.**

**Context & Concept (Science & Tech - General Science & Emerging Technologies):**
Option (A) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2017-GAI-004,2017,GAI,General Studies & Mental Ability,General Studies & Mental Ability,General Ability | UPSC CAPF | Prelims,medium,"Statement I Nationalism in India, which was assigned a privileged position by its western educated political leadership, was ‘different' but a ‘derivative discourse’ from the West. Statement II Indian nationalism as a response to western imperialism was ‘like all such responses, shaped by what it was respondings to’.",Both the statements are individually true and statement II is the correct explanation of statement I.,"Both the statements are individually true, but statement II is not the correct explanation of statement I.","Statement I is true, but statement II is false.","Statement I is false, but statement II is true.",B,"Solution: Both the statements are correct, but statement II is not the correct explanation of statement I. Statement I talks about status of nationalism in india and its Indianised version that took shape in india. while second statement is india's response to western nationalism. © examsnet.com"
CAPF-2017-GAI-005,2017,GAI,Medieval History,Medieval Indian History,Medieval History | Delhi Sultanate | Mughal Empire | Administration,medium,Statement I The British legal scholars relied on Indian Pandits and Maulavis for understanding of canons of authoritative texts Statement II British codified the Hindu Laws in 1783 and the Muslim Laws in 1785.,Both the statements are individually true and statement II is the correct explanation of statement I.,"Both the statements are individually true, but statement II is not the correct explanation of statement I.","Statement I is true, but statement II is false.","Statement I is false, but statement II is true.",B,"**Correct Answer: Option (B) - Both the statements are individually true, but statement II is not the correct explanation of statement I.**

**Context & Concept (Medieval History - Medieval Indian History):**
Option (B) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2017-GAI-006,2017,GAI,General Studies & Mental Ability,General Studies & Mental Ability,General Ability | UPSC CAPF | Prelims,medium,Statement I Dadabhai Naoroji argued that what was being drained out was ‘potential surplus' that could generate more economic development in India if invested in India. Statement II Imperialists believed that India was brought into the large capitalist world market and that was in itself a progress towards modernisation.,Both the statements are individually true and statement II is the correct explanation of statement I.,"Both the statements are individually true, but statement II is not the correct explanation of statement I.","Statement I is true, but statement II is false.","Statement I is false, but statement II is true.",C,"**Correct Answer: Option (C) - Statement I is true, but statement II is false.**

**Context & Concept (General Studies & Mental Ability - General Studies & Mental Ability):**
Option (C) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2017-GAI-007,2017,GAI,General Studies & Mental Ability,General Studies & Mental Ability,General Ability | UPSC CAPF | Prelims,medium,Statement I Dadabhai Naoroji argued that what was being drained out was ‘potential surplus' that could generate more economic development in India if invested in India. Statement II Imperialists believed that India was brought into the large capitalist world market and that was in itself a progress towards modernisation.,Both the statements are individually true and statement II is the correct explanation of statement I.,"Both the statements are individually true, but statement II is not the correct explanation of statement I.","Statement I is true, but statement II is false.","Statement I is false, but statement II is true.",D,"**Correct Answer: Option (D) - Statement I is false, but statement II is true.**

**Context & Concept (General Studies & Mental Ability - General Studies & Mental Ability):**
Option (D) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2017-GAI-008,2017,GAI,Current Affairs,Current Events of National & International Importance,Current Affairs | International Relations | Government Schemes | Awards,easy,Which one of the following statements about Pradhan Mantri Ujjwala Yojana is not correct?,It is a social welfare scheme to provide LPG connections in BPL households,The scheme was launched in the year 2015,The government has set a target of 5 crores LPG connections under the Yojana,The objective of the scheme is to safeguard the health of women and children by providing them with clean cooking fuel,B,Solution: (b) Pradhan Mantri Ujjwala Yojana was launched in the year 2016 not in 2015. It is an ambitious social welfare scheme which aims to provide free LPG connections to BPL households in the country. The scheme is aimed at replacing the ' unclean cooking fuels mostly used in the rural India with the clean and more efficient LPG © examsnet.com
CAPF-2017-GAI-009,2017,GAI,General Studies & Mental Ability,General Studies & Mental Ability,General Ability | UPSC CAPF | Prelims,easy,Which one of the following portals was launched on the 250th anniversary of Survey of India?,Service Plus,DigiMap,Udaan,Nakshe,D,Solution: The topographic maps or Open Series Maps (OSM) containing natural and man-made geographical features including terrain or topography are prepared by Survey of India. These OSM maps have been made available for free download from 'Nakshe'. © examsnet.com
CAPF-2017-GAI-010,2017,GAI,Science & Tech,General Science & Emerging Technologies,Science & Tech | General Science | Applied Science | Physics | Chemistry | Biology,easy,Which one of the following countries has been ranked as the least corrupt country in the Corruption Perception Index 2016 released by Transparency International?,Denmark,Sweden,Switzerland,Norway,A,Solution: Denmark has maintained the number 1 position in the category of least corrupt countries. This index employs a variety of methods to gauge the corruption level of a country like surveys and black money flows © examsnet.com
