Id,Year,Paper,Subject,Topics,Tags,Difficulty,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer,Explanation
CDS-2014-II-GK-001,2014,GK,Science & Tech,General Science & Emerging Technologies,Science & Tech | General Science | Applied Science | Physics | Chemistry | Biology,easy,The upper and lower portions in common type of bi-focal lenses are respectively [2014 CDS-II],concave and convex,concave and convex,both concave of different focal lengths,both convex of different focal lengths,A,"Solution: The upper and lower portions in the common types of bifocal lensesare concave and convex, respectively. Bifocals are eyeglasses with two distinct optical powers. Bifocals are commonly prescribed to people with presbyopia who also require a correction for myopia,hypermetropia and/or astigmatism. Astigmatism is a type of refractiveerror in which the eye does not focus light evenly on the retina. Thisresults in distorted or blurred vision at all distances. © examsnet.com"
CDS-2014-II-GK-002,2014,GK,Economy,Indian Economy & Financial System,Economy | Macroeconomics | Banking & Finance | Public Finance,easy,Tungsten is used for the construction of filament in electric bulb because of its [2014 CDS-II],high specific resistance,low specific resistance,high light emitting power,high melting point,D,"Solution: Tungsten is used for the construction of filament in an electric bulb because of its high melting point. Pure tungsten has some amazing properties including the highest melting point (3695 K), lowest vapour pressure, and greatest tensile strength out of all the metals. Because of these properties, it is the most commonly used material for light bulbfilaments © examsnet.com"
CDS-2014-II-GK-003,2014,GK,Modern History,Indian National Movement,Modern History | Freedom Struggle | British Colonial Rule,easy,Inactive Nitrogen and Argon gases are usually used in electric bulbs in order to [2014 CDS-II],increase the intensity of light emitted,increase the life of the filament,make the emitted light coloured,make the production of bulb economical,B,"Solution: Inactive nitrogen and argon gases are usually used in electric bulbs in order to increase the life of the filament. Chemically inactive gases aid in keeping the inside and outside pressures the same and prevent the bulb filament from burning because at a high temperature, the filament has to be stable and should not be affected by its surroundings. © examsnet.com"
CDS-2014-II-GK-004,2014,GK,Science & Tech,General Science & Emerging Technologies,Science & Tech | General Science | Applied Science | Physics | Chemistry | Biology,easy,"In the phenomenon of dispersion of light, the light wave of shortest wavelength is [2014 CDS-II]",accelerated and refracted the most,slowed down and refracted the most,accelerated and refracted the least,slowed down and refracted the least,B,"Solution: In the phenomenon of the dispersion of light, the light wave of the shortest wavelength is slowed down and refracted the most. The speed with which a wave travels varies depending on its wavelength.In the dispersion of light, the violet light having the shortest wavelength moves slowly and bends the most, and the red light having the longest wavelength moves faster and bends the least. © examsnet.com"
CDS-2014-II-GK-005,2014,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,easy,An oscilloscope is an instrument which allows us to see waves produced by [2014 CDS-II],visible light,X-rays,sound,Gamma rays,C,Solution: An oscilloscope is an instrument which allows us to see waves produced by sound. An oscilloscope is a laboratory instrument commonly used to display and  analyse the waveform of electronicsignals. It produces an image by causing a focused electron beamto travel or sweep in patterns across the face of a cathode ray tube (CRT). Sound waves are converted into electrical signals and displayed at oscilloscope. © examsnet.com
CDS-2014-II-GK-006,2014,GK,Economy,Indian Economy & Financial System,Economy | Macroeconomics | Banking & Finance | Public Finance,easy,"The distribution of electrons into different orbits of an atom, as suggested by Bohr; is [2014 CDS-II]","2 electrons in the K-orbit, 6 electrons in the L-orbit, 18 electrons in the M-orbit","2 electrons in the K-orbit, 8 elec­trons in the L-orbit, 32 electrons in the M-orbit","2 electrons in the K-orbit, 8 elec­trons in the L-orbit, 18 electrons in the M-orbit","2 electrons in the K-orbit, 8 elec­trons in the L-orbit, 16 electrons in the M-orbit",C,"Solution: The distribution of electrons into different orbits of an atom, as suggested by Bohr, is 2 electrons in the K-orbit, 8 electrons in the L-orbit, and 18 electrons in the M-orbit. Niels Bohr and Bury suggested the distribution and arrangement of electrons in different shells. There are certain rules to be followed for the  distribution of electrons among different shells. Bohr-Bury rules are as follows: (i) The maximum number of  electrons present in a shell is given by the formula 2 n 2 2n^2 2 n 2 (where n is shell number). (ii) The maximum number of electrons that can be accommodated in the outermost orbit is 8. (iii) The electrons are not accommodated in a given shell unless the inner shells are filled. © examsnet.com"
CDS-2014-II-GK-007,2014,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,easy,Carbon or Graphite rods are used in atomic reactors as moderators for sustained nuclear chain reaction through nuclear fission process. In this process [2014 CDS-II],the neutrons are made fast,the protons are made fast,the neutrons are made slow,the protons are made slow,C,"Solution: Carbon or graphite rods are used in atomic reactors as moderators for sustained nuclear chain reaction through the nuclear fission process. In this process, the neutrons are made slow. They are known as control rods which help absorb excess neutrons and enable the chain reaction to be sustained. © examsnet.com"
CDS-2014-II-GK-008,2014,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,easy,The distance-time graph for an object is shown above. Which one of the following statements holds true for this object ? [2014 CDS-II],"The object is moving with uniform , speed",The object is at rest,The object is having non-linear motion,The object is moving with non- uniform speed,B,"Solution: The distance-time graph for an object shows that the object is at rest. Speed = Distance Time \text{Speed} = \frac{\text{Distance}}{\text{Time}} Speed = Time Distance ​ . In the above graph, there is no change in distance with time © examsnet.com"
CDS-2014-II-GK-009,2014,GK,Quantitative Aptitude,Basic Numeracy & Quantitative Aptitude,Aptitude | Mathematics | Quantitative Reasoning | Problem Solving,easy,"For a harmonic oscillator, the graph between momentum p and displacement q would come out as [2014 CDS-II]",a straight line,a parabola,a circle,an ellipse,D,"Solution: For a harmonic oscillator, the graph between momentum p and displacement q would come out as an ellipse. Assuming the mass isconstant, the momentum displacement graph is of the sameshape as the velocity-displacement graph. Just imagine a pendulumswinging backward and forward for one cycle. Consider its x coordinate as its velocity at different points through the cycle. When the pendulum is at the maximum (max.) displacement on the right, x ispositive max. and v = 0, this is the rightmost point on the ellipse. When the pendulum is at its midpoint moving to the left, x = 0 and vis max. and negative, this is the bottom point of the ellipse. When the pendulum is max. displacement on the left, x is negative max. and v= 0, this is the leftmost point on the ellipse. When the pendulum is at its mid-point and moving to the right, x = 0 and v is max and positive, this is the top point of the ellipse. © examsnet.com"
CDS-2014-II-GK-010,2014,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,easy,Which one among the following is the generic name of the causal organism of Elephantiasis ? [2014 CDS-II],Filaria,Microfilaria,Wuchereria banerofti,Culex pipierts,C,"Solution: The generic name of the causal organism of Elephantiasis is Wuchereria bancrofti. Lymphatic  filariasis, also known as elephantiasis, is a human disease  caused by parasitic worms knownas filarial worms. In most of the cases of the disease, there appearno symptoms. Some people,however, develop a syndrome called elephantiasis, which is marked by severe swelling in the arms, legs, breasts or genitals. © examsnet.com"
