ID,Year,Paper,Subject,Topics,Tags,Difficulty,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer,Explanation
"089f441a-5941-4ab6-be4e-ba88accb349a","2016","CSAT","","","","medium","Which among the following is the most logical and rational inference that can be made from the above passage?","Organic farming should immediately replace mechanised and chemical dependant agricultural practices all over the word.","It is imperative for us to modify our land use practices in order to mitigate climate change.","There are no technological solutions to the problem of greenhouse gas emissions.","Tropical areas are the chief sites of carbon sequestration.","B","Option A is incorrect. The passage does not specifically advocate for organic farming to replace mechanized and chemical-dependent agricultural practices but focuses more on modifying land use practices to mitigate climate change. Option B is correct. The passage emphasizes the need for modifying land use practices, including addressing deforestation and peatland burning, as a way to reduce greenhouse gas emissions, which is necessary to mitigate climate change. Option C is incorrect. The passage does not suggest that there are no technological solutions but instead highlights the importance of land-use changes, which could be facilitated through technological and policy solutions. Option D is incorrect. Although tropical areas play a significant role in carbon sequestration (especially the Amazon rainforest and peatlands), the passage does not primarily focus on them as chief sites but emphasizes the overall importance of modifying land-use practices globally."
"08ecb542-1bac-4aa0-ab43-35818fbff19c","2016","CSAT","","","","medium","Which among the following is the most critical inference that can be made from the above passage?","Biodiversity sustains the ability of nature to recycle water.","We cannot get potable water without the existence of living organism.","Plants, animals and microorganisms continuously interact among themselves.","Living organisms could not have come into existence without hydrological cycle.","A","Statement A is correct. The passage highlights the interdependence of biodiversity and the hydrological cycle. It states that vegetation and soil influence water movement, and that ecosystems play a role in water purification. This suggests that biodiversity helps sustain nature’s ability to recycle water, making this the most critical inference. Statement B is incorrect. While the passage states that water passes through organisms and is purified, it does not say that potable water cannot exist without living organisms. Statement C is incorrect. Although the passage mentions interactions between plants, animals, and microorganisms, the focus is on biodiversity’s role in the hydrological cycle, not just biological interactions. Statement D is incorrect. The passage does not discuss the origin of life or suggest that living organisms could not have come into existence without the hydrological cycle."
"0b16c220-de48-40cc-a0a8-239fd9aa6c81","2016","CSAT","","","","medium","Which one of the following is the message that is essentially implied in the above passage?","Need for more automation and more produces of banks.","Need for a radical restructuring of our entire public finance system.","Need to integrate banking and non-banking institutions.","Need to promote financial inclusion.","D","Statement A is incorrect. The passage mentions that banking has already undergone a high degree of automation. However, the issue highlighted is the exclusion of the common man, not the need for further automation. Statement B is incorrect. The passage does not discuss the need for radically restructuring the entire public finance system. Instead, it focuses on making banking and financial services more inclusive. Statement C is incorrect. While non-banking financial institutions are mentioned, the passage does not emphasize their integration with banking institutions as the core message. Statement D is correct. The passage clearly states that the existing banking system mainly serves the middle-class and upper middle-class society, and there is a need for an agenda that does not exclude the common man. This directly points to financial inclusion, making it the most appropriate answer."
"0fcdc0d1-e7de-45ce-9077-ad84a196ab1d","2016","CSAT","","","","easy","Which among the following is the most logical corollary to the above passage?","Carbon dioxide is essential for the survival of microorganisms and plants.","Humans are solely responsible for the release of carbon dioxide into the atmosphere.","Microorganisms and soil carbon are mainly responsible for the increased plant growth.","Increasing green cover could trigger the release of carbon trapped in soil.","D","Statement A is incorrect. While carbon dioxide supports plant growth, the passage does not claim it is essential for the survival of microorganisms and plants. Statement B is incorrect . The passage discusses human contribution to carbon dioxide levels but does not state that humans are solely responsible for its release. Statement C is incorrect. The passage explains that increased plant growth stimulates microbial activity, leading to carbon release, but does not suggest that microorganisms and soil carbon are the primary cause of plant growth. Statement D is correct. The passage describes how increased plant growth due to higher carbon dioxide levels could stimulate microbial activity, leading to the release of carbon from the soil."
"10541c9c-ed39-425a-9000-1a6ad18d707f","2016","CSAT","","","","medium","Which of the following can lead to food security problems? 1. Using agricultural and forest residues as feedstock for power generation. 2. Using biomass for carbon capture and storage. 3. Promoting the cultivation of energy crops. Select the correct answer using the code is given below:","1 and 2 only","3 only","2 and 3 only","1, 2 and 3","B","Statement 1 is incorrect: Using agricultural and forest residues as feedstock for power generation does not directly cause food security problems, as these residues are by-products and do not compete with food production. Statement 2 is incorrect: Using biomass for carbon capture and storage does not inherently lead to food security problems, as it focuses on managing emissions rather than competing with food production. Statement 3 is correct: Promoting the cultivation of energy crops can lead to food security problems, as these crops may compete with food production and affect food prices."
"175966e5-fd65-4855-b9fb-6947817e5401","2016","CSAT","","","","easy","The issue of worldwide supply of food has gained importance mainly because of: 1. overgrowth of the population worldwide. 2. sharp decline in the area of food production. 3. limitation in the capabilities for sustained supply of food. Select the correct answer using the code given below:","1 and 2 only","3 only","2 and 3 only","1, 2 and 3 only","B","Statement 1 is incorrect. The passage does not explicitly mention overpopulation as the primary reason for food supply issues. Instead, it focuses on purchasing power, demand-supply balance, and sustained food production. Statement 2 is incorrect. The passage does not discuss a sharp decline in the area of food production as a major factor. It emphasizes strain on food production systems rather than a reduction in agricultural land. Statement 3 is correct. The passage clearly states that the capabilities of individual countries to maintain a continuous food supply have come under strain, making it a key factor in the issue of global food security."
"1a9b1317-099f-48e2-8b19-d89280b242e1","2016","CSAT","","","","medium","According to the above passage, which of the following are the fundamental solutions for the world food security problem? 1. Setting up more agro-based industries. 2. Improving the price affordability by the poor. 3. Regulating the conditions of marketing. 4. Providing food subsidy to one and all. Select the correct answer using the code given below:","1 and 2 only","2 and 3 only","1, 3 and 4 only","1, 2, 3 and 4","B","Statement 1 is incorrect. The passage does not mention agro-based industries as a solution to the world food security problem. It focuses on food availability, affordability, and distribution rather than industrialization. Statement 2 is correct. The passage highlights that food security issues arise due to the inability of the poor to afford food, making price affordability a fundamental solution. Statement 3 is correct. The passage discusses food production, marketing, and prices as global issues, implying that regulating market conditions is essential for addressing food security. Statement 4 is incorrect. The passage does not advocate universal food subsidies. It focuses on affordability for the poor rather than blanket subsidies for all."
"1cec32c0-0c74-4347-a161-f19a7ea3ec17","2016","CSAT","","","","easy","With reference to the above passage,consider the following statements: 1. Urban sanitation problems can be fully solved by the abolition of manual scavenging only. 2. There is a need to promote greater awareness on safe sanitation practices in urban areas. Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2","B","Statement 1 is incorrect. The passage highlights multiple aspects of urban sanitation, such as safe and sustainable sanitation, the need to include women in sanitation policies, and the promotion of pour-flush toilets. While the abolition of manual scavenging is an important step, it alone cannot fully solve urban sanitation problems. Therefore, this statement is too narrow and incorrect. Statement 2 is correct. The passage emphasizes the need for a more sustained and rigorous campaign for the right to sanitation, particularly to abolish manual scavenging. This implies a need for greater awareness about safe sanitation practices, making this statement correct"
"252813ec-3ab4-4f7e-8de0-9f7be6b946b8","2016","CSAT","","","","medium","According to the passage, which of the following factor/factors led to the adverse consequences for governance/public administration? 1. Inability of civil services to strike a balance between internal and external accountabilities. 2. Lack of sufficient professional training to the officers of All India Services. 3. Lack of proper service benefits in civil services. 4. Lack of constitutional provisions to define the respective roles of professional civil services vis-à-vis political executive in this context. Select the correct answer using the code given below:","1 only","2 and 3 only","1 and 4 only","2, 3 and 4","C","Statement 1 is correct. The passage highlights that the inability of civil services to strike a balance between internal and external accountabilities has led to adverse consequences for governance. Statement 2 is incorrect. The passage does not mention the lack of sufficient professional training for officers of the All India Services as a factor contributing to governance issues. Statement 3 is incorrect. The passage does not refer to a lack of proper service benefits in civil services as a cause for adverse consequences. Statement 4 is correct. The passage explicitly points out the lack of defined roles for professional civil services vis-à-vis the political executive and suggests measures like statutory civil service boards to address this gap."
"2dfd841d-45d0-4cfb-80f6-718ce3b87d4f","2016","CSAT","","","","easy","In the context of using biomass, which of the following is/are the characteristic/characteristics of the sustainable production of biofuel? 1. Biomass as a fuel for power generation could meet all the primary energy requirements of the world by 2050. 2. Biomass as a fuel for power generation does not necessarily disrupt food and forest resources. 3. Biomass as a fuel for power generation could help in achieving negative emissions, given certain nascent technologies. Select the correct answer using the code given below:","1 and 2 only","3 only","2 and 3 only","1, 2 and 3 only","C","Statement 1 is incorrect: The passage mentions that biomass could increase nearly four-fold by 2050, but it is also stated that the maximum sustainable technical potential of biomass is limited (80-170 petajoules a year) without disrupting food and forest resources. Therefore, biomass cannot meet all primary energy requirements by 2050. Statement 2 is correct: The passage explains that biomass as a fuel does not necessarily disrupt food and forest resources if managed properly, suggesting that sustainable biomass production can avoid negative impacts on food and forest resources. Statement 3 is correct: The passage also mentions that biomass could help in achieving negative emissions through technologies like biomass-based carbon capture and storage, though it is noted that this is still an unproven technology."
