ID,Year,Paper,Subject,Topics,Tags,Difficulty,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer,Explanation
"0199ac03-d14a-4a1c-a4aa-854979c991c3","2026","CSAT","","","","medium","Which of the following conclusions is/are valid? 1. Though SARS-CoV-2 and HMPV are similar viruses with somewhat different epidemiology, the former became a pandemic because it was novel and people had not been exposed to it in the past. 2. The two viruses have fundamentally different impacts on human populations and should not therefore be dealt with in a similar manner. Select the answer using the code given below.","1 only","2 only","Both 1 and 2","Neither 1 nor 2","B","**Answer: B — 2 only** **Statement 1 — Invalid.** The passage explicitly states that HMPV and SARS-CoV-2 ""belong to two very different virus families with fundamentally different characteristics and epidemiology."" Calling them ""similar viruses"" directly contradicts the passage. While the passage does support that SARS-CoV-2 was novel and no one had specific immunity to it (which fits the second half of statement 1), the premise that the two viruses are ""similar"" undermines the conclusion as stated. **Statement 2 — Valid.** The passage establishes that the two viruses have fundamentally different characteristics, different epidemiology (with strong seasonality in HMPV but not SARS-CoV-2), different severity of symptoms — particularly over the long term — and ""affected population segments [that] do not fully overlap."" This collectively supports the inference that they have different impacts on human populations and therefore should not be dealt with in a similar manner."
"3a045dad-6ba1-4e3e-a0a5-c94b89de5bef","2026","CSAT","","","","medium","Which one of the following statements is **not** correct?","Paintings from four States of India have been mentioned.","Stepping into Kalagram is likened to stepping into another world.","The Angans have been described as living galleries.","Kalagram is divided into thematic zones, inspired by well-known temples of India.","A","**Answer: A — Paintings from four States of India have been mentioned.** **Option A — Not correct.** The passage names art forms from four states, but only two of them are *paintings*: Bengal's Pattachitra paintings and Tamil Nadu's Thanjavur paintings. The other two are Assam's bamboo crafts and Madhya Pradesh's tribal sculpture — neither is a painting. So ""paintings from four States"" is factually inconsistent with the passage. **Option B — Correct.** The passage says: ""stepping through the grand portal was like entering another world."" So Kalagram is indeed likened to another world. **Option C — Correct.** The passage explicitly calls the Angans ""living galleries"" — ""...showcased in these living galleries..."" **Option D — Correct.** The passage says: ""These thematic zones, inspired by iconic temples like the Dakshineshwar Kali Temple and the Brahma Mandir..."" — directly supporting that Kalagram is divided into thematic zones inspired by well-known temples. Since Option A is the only statement not correct, **Option A** is the answer."
"a605e0f8-1464-4ded-9d6c-4a880d0af11c","2026","CSAT","","","","medium","Which of the following conclusions are valid? 1. Sport is more than just games; it is a way of life. 2. Sport can help mitigate the problems of seclusion among the young. 3. Earning laurels in sport can help one secure a job on the basis of an assigned quota. 4. Standard corporate sector skills cannot be learnt through sport. Select the answer using the code given below.","1 and 3 only","2 and 4 only","1, 2 and 4","1, 2 and 3","D","Based on the passage, let us evaluate each conclusion: - **Statement 1 is valid:** The passage explicitly states that ""Sport is not just about winning medals"" and emphasizes the need to develop a culture where sport is ""seen as a way of life."" - **Statement 2 is valid:** The passage highlights that today's youth are ""inactive and rarely leave the house"" (which implies seclusion) and directly states that ""Sport can help tackle these problems."" - **Statement 3 is valid:** The opening line, ""Sport is not just about winning medals or getting jobs through a sports quota,"" acknowledges that securing a job through a sports quota is indeed a reality and a benefit of sports, even though it is not the *only* benefit. - **Statement 4 is invalid:** The passage mentions that sport teaches ""time management, fitness, teamwork, coordination,"" which are quintessential skills required in the standard corporate sector. Therefore, the claim that these skills *cannot* be learnt through sport contradicts the passage. Since statements 1, 2, and 3 are valid conclusions, the correct option is **D**."
"7255028a-b4da-41d3-9e76-1bc5ba0cb83a","2026","CSAT","","","","hard","Which of the following statements is/are correct? 1. Real value should not change in the instance of static output cost and unchanged quantities against falling oil prices. 2. Deflators are to be used separately for inputs and outputs, and this is a practice universally adopted by all economies. Select the answer using the code given below.","1 only","2 only","Both 1 and 2","Neither 1 nor 2","A","Based on the passage, let us evaluate the given statements: - **Statement 1 is correct:** The passage explicitly states, ""If oil prices fall, output prices do not and quantities remain the same, real value added should not change."" This perfectly matches the scenario described in the first statement. - **Statement 2 is incorrect:** The passage mentions that **""Most countries""** use double deflation (where input and output prices are deflated separately). It does not say it is a practice ""universally adopted by all economies."" Furthermore, the passage explicitly gives the example of India, which uses the same deflator for inputs and outputs, proving that the practice is not universal. Therefore, only Statement 1 is correct, making **Option A** the right answer."
"1b6aeb50-0b76-4e7b-9ff7-f82a55a424e9","2026","CSAT","","","","hard","Which of the following assumptions is/are valid? 1. Deflation strategies can be used to make manufacturers appear to be doing better than they actually are. 2. When input and output prices are both deflated against a single input price, it is referred to as 'double deflation'. Select the answer using the code given below.","1 only","2 only","Both 1 and 2","Neither 1 nor 2","A","Statement 1 is valid. In economic accounting, the choice of deflation strategy (such as single deflation versus double deflation) can significantly impact the calculated real value added. For instance, if input prices fall sharply and a single deflator is used instead of separate ones, the real value added might be overestimated, making manufacturers appear to be performing better than they actually are. Statement 2 is invalid. **Double deflation** is a method where gross output and intermediate inputs are deflated separately using their own distinct price indices (an output price index for output and an input price index for inputs). Deflating both against a single price index is contrary to the concept of double deflation. Therefore, only assumption 1 is valid."
"132aa7bb-d98d-449b-bd2c-3031ff97c749","2026","CSAT","","","","medium","Which of the following statements reflect the logical and rational inferences that can be drawn from the passage? 1. HMPV has, historically, had longer documentation of studies when compared with SARS-CoV2 2. The two viruses are different from each other and this results in markedly different outcomes amongst those affected. 3. Long-term impacts of the two viruses are dissimilar and this is an important differentiator between them. 4. One of the common factors between the two viruses is seasonal specificity. Select the answer using the code given below.","1 and 2 only","1, 2 and 3","3 and 4","1 and 3 only","B","**Answer: B — 1, 2 and 3** **Statement 1 — Correct.** The passage states people have been exposed to HMPV ""for decades"" and the virus ""is well-studied,"" whereas SARS-CoV-2 was ""a truly novel virus"" in 2019. So HMPV has a longer history of documentation and study than SARS-CoV-2. **Statement 2 — Correct.** The passage notes that the two viruses cause ""different severity of symptoms"" and that ""affected population segments do not fully overlap"" — i.e., the differences between the viruses result in markedly different outcomes among those affected. **Statement 3 — Correct.** The passage explicitly says symptoms differ ""particularly over the long term,"" and that HMPV has ""no long-term post-viral symptoms"" (contrasted with SARS-CoV-2's known long-term sequelae). This makes long-term impact a key differentiator between the two. **Statement 4 — Incorrect.** The passage notes ""strong seasonality seen in HMPV, unlike SARS-CoV-2."" So seasonality is a *difference*, not a common factor between the two viruses."
"93479951-2a50-4391-93a1-afc822b4f67a","2026","CSAT","","","","medium","Which of the following conclusions are valid? 1. Seven Sanskriti Angans, representing different regions of India, had been showcased in Kalagram. 2. Regional artistry was recognised via the inspiration drawn from iconic temples. 3. India's ancient history had been crafted by the contemporary craftsmanship of $230$ artisans into creations to behold. 4. Art forms from all regions of India had been showcased in these living galleries. Select the answer using the code given below.","1 and 2 only","2, 3 and 4","1, 2 and 4","1 and 3","D","**Answer: D — 1 and 3** **Statement 1 — Valid.** The passage says Kalagram was a mosaic of India's diverse regions ""each represented by seven meticulously crafted 'Sanskriti Angans'."" This directly supports the statement. **Statement 2 — Invalid.** The passage says the thematic zones were ""inspired by iconic temples like the Dakshineshwar Kali Temple and the Brahma Mandir"" and were *also* ""treasure troves of regional artistry."" Two distinct attributes are mentioned in parallel; the temple inspiration is for the zones' design, not the means by which regional artistry was recognised. The statement's causal ""via"" link is not supported. **Statement 3 — Valid.** The passage says: ""230 master artisans breathed life into them using age-old techniques, their hands shaping India's ancient history into creations to behold."" Although they used age-old techniques, their hands are working in the present — i.e., contemporary craftsmanship — to shape ancient history into the displayed creations. **Statement 4 — Invalid.** The passage names art forms from only four states (Bengal, Assam, Tamil Nadu, Madhya Pradesh). The phrase ""all were showcased"" refers to those listed examples, not to art forms from ""all regions of India"" — that would be an overgeneralization."
"0e1d7191-d6c5-498e-b85c-2f764ecb9fb0","2026","CSAT","","","","medium","Which of the following statements is/are correct? 1. Parents are not encouraging enough when it comes to children playing sport. 2. Participation in sporting activities can help develop life skills. 3. Sport as a way of life can help evolve the very nature of society itself. Select the answer using the code given below.","1 and 3","2 and 3","2 only","3 only","B","**Answer: B — 2 and 3** **Statement 1 — Incorrect.** The passage notes that ""parents often say that their children are inactive and rarely leave the house"" — this is parents *reporting* their observations, not the passage criticising parents for being unsupportive. The claim that parents are not encouraging is not made in the passage. **Statement 2 — Correct.** The passage explicitly says that ""from sport you can learn time management, fitness, teamwork, coordination, and so much more"" — these are life skills, so participation in sport helping develop life skills is directly supported. **Statement 3 — Correct.** The passage closes with: ""We need to develop a culture in which sport is seen as a way of life—a path to building a healthier, happier society."" Treating sport as a way of life is presented as a path that reshapes society, which matches the statement."
"fe7366fe-11cb-473b-9ddd-df56770ff7f0","2026","CSAT","","","","medium","Which of the following reflect the intent of the writer in the above passage? 1. To evolve methodologies for objective analysis of the two viruses 2. To establish the epidemiological similarities and differences between the two viruses 3. To offer a better understanding of the remedies of HMPV when analysed in conjunction with SARS-CoV-2 Select the answer using the code given below.","1 and 2","2 and 3","1 and 3","None of the above","D","**Answer: D — None of the above** **Statement 1 — Incorrect.** The passage describes existing knowledge about the two viruses (exposure history, epidemiology, symptom severity). It does not propose or develop methodologies for analysis. So ""evolving methodologies for objective analysis"" is not the intent. **Statement 2 — Plausible but not paired correctly.** The passage *does* contrast the two viruses' epidemiology (HMPV has strong seasonality, SARS-CoV-2 was novel, families differ, exposure history differs), so this somewhat reflects the author's intent. However, no option offers ""2 only"". **Statement 3 — Incorrect.** The passage discusses neither remedies nor a comparative treatment framework. It is purely descriptive about how the two viruses differ. Since 1 and 3 are clearly not the writer's intent, the available options A (1 and 2), B (2 and 3) and C (1 and 3) all fail. The only consistent choice is **D — None of the above**."
"392c0a7f-6d4d-4612-8434-106273b1cae8","2026","CSAT","","","","medium","Which of the following statements is/are correct? 1. Hugh Grant was watching, from the Royal Box, the men's semifinal match on Centre Court between Flavio Cobolli and Novak Djokovic. 2. The phrase 'unexpected ace' in the context uses a term from the game of tennis to highlight Hugh Grant's somewhat uncharacteristic act of catching 'forty winks'; an act that is viewed with opprobrium. 3. Grant subjects the demands of society to the wisdom of his body. Select the answer using the code given below.","1 and 2","3 only","2 and 3","2 only","C","To determine the correct option, we need to evaluate each statement based on the given context. 1. **Statement 1**: 'Hugh Grant was watching, from the Royal Box, the men's semifinal match on Centre Court between Flavio Cobolli and Novak Djokovic.' This statement is likely incorrect because Flavio Cobolli is not known to have reached the semifinals of a major tournament like Wimbledon, where Novak Djokovic is a frequent contender. This mismatch suggests that the statement is factually incorrect. 2. **Statement 2**: 'The phrase 'unexpected ace' in the context uses a term from the game of tennis to highlight Hugh Grant's somewhat uncharacteristic act of catching 'forty winks'; an act that is viewed with opprobrium.' This statement uses the metaphor of an 'unexpected ace' from tennis to describe Hugh Grant's surprising action of taking a nap ('catching forty winks') during a match, which is seen as socially inappropriate ('viewed with opprobrium'). This interpretation aligns with the context, making the statement correct. 3. **Statement 3**: 'Grant subjects the demands of society to the wisdom of his body.' This statement suggests that Hugh Grant prioritizes his body's needs (sleep) over societal expectations (staying awake during a match). This interpretation is consistent with the context, making the statement correct. Therefore, the correct statements are 2 and 3, which corresponds to option C."
