Id,Year,Paper,Subject,Topics,Tags,Difficulty,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer,Explanation
CDS-2020-II-GK-001,2020,GK,Economy,Indian Economy & Financial System,Economy | Macroeconomics | Banking & Finance | Public Finance,hard,"As per the Budget Estimates of 2019-20, the following are some of the important sources of tax receipts for the Union Government: 1. Corporation Tax 2. Taxes on Income other than Corporation Tax 3. Goods and Services Tax 4. Union Excise Duties Which one of the following is the correct descending order of the aforesaid tax receipts as a· percentage of GDP?","I, 2, 3, 4","1, 3, 2, 4","3, 2, 1, 4","2, 4, 3, 1",B,"Solution: Concept: The descending order of tax receipts as a percentage of GDP is based on the 2019-20 Budget Estimates, where Corporation Tax contributes the most, followed by GST, then Income Tax, and finally Union Excise Duties. Explanation: According to the Union Budget 2019-20, the share of each tax receipt in every rupee earned is as follows: Corporation Tax contributes 21 21 21 paise, which is the highest. Goods and Services Tax (GST) contributes 19 19 19 paise. Taxes on Income (other than Corporation Tax) contribute 16 16 16 paise. Union Excise Duties contribute 8 8 8 paise. Thus, the descending order of these tax receipts as a percentage of GDP is: Corporation Tax, GST, Income Tax, and Union Excise Duties. This corresponds to option B: 1 , 3 , 2 , 4 1, 3, 2, 4 1 , 3 , 2 , 4 . Answer: The correct descending order is 1 , 3 , 2 , 4 1, 3, 2, 4 1 , 3 , 2 , 4 , which matches option B. © examsnet.com"
CDS-2020-II-GK-002,2020,GK,Current Affairs,Current Events of National & International Importance,Current Affairs | International Relations | Government Schemes | Awards,medium,"As per the World Bank's Ease of Doing Business Ranking, India's rank has improved from 142 in 2014 to 63 in 2019. During· this period, in which of the following parameters has India's rank deteriorated?",Ease of starting a business,Getting electricity,Registering property,Paying taxes,C,"Solution: Concept: The World Bank's Ease of Doing Business Ranking reflects the regulatory environment for local firms. India's overall rank improved from 142 142 142 in 2014 2014 2014 to 63 63 63 in 2019 2019 2019 , but rank on registering property worsened. Explanation: The report measures performance across 10 10 10 dimensions, including registering property. India improved in starting a business, getting electricity, paying taxes, and other areas due to reforms like single-window clearances and electronic platforms. However, the time ( 58 58 58 days) and cost ( 7.8 % 7.8\% 7.8% of property value) to register a property remained high compared to OECD high-income economies. This led to a deterioration in India's rank on the registering property indicator during 2014 2014 2014 – 2019 2019 2019 , while other parameters saw improvements. Answer: Registering property (Option C). © examsnet.com"
CDS-2020-II-GK-003,2020,GK,Defence & Security,"Defence, Military & Internal Security",Defence | Military Exercises | Armed Forces | Security Architecture,easy,Which one of the following statements with regard to the National Food Security Act is not correct?,The Act was enacted in the year 2013.,The Act was rolled out in the year 2014.,The Act legally entitles 67 percent of the population to receive highly subsidised food grains,The Act is not being implemented in all the States/Union Territories.,D,"Solution: Concept: The National Food Security Act (NFSA) is a rights‑based law that provides subsidised food grains to a large portion of the population. Explanation: The NFSA was enacted on July 5, 2013, and rolled out in 2014. It legally entitles about 67 % 67\% 67% of the population – specifically up to 75 % 75\% 75% of the rural and 50 % 50\% 50% of the urban population – to receive highly subsidised food grains. The Act is being implemented in all States and Union Territories across India. Therefore, the statement claiming that the Act is “not being implemented in all the States/Union Territories” is incorrect. Answer: The incorrect statement is: “The Act is not being implemented in all the States/Union Territories.” (Option D) © examsnet.com"
CDS-2020-II-GK-004,2020,GK,Economy,Indian Economy & Financial System,Economy | Macroeconomics | Banking & Finance | Public Finance,easy,Which one of the following statements about Indian economy during 2019-20 is not correct?,There has been deceleration in growth rate.,There has been sluggish growth in tax revenue relative to the Budget Estimates.,Fiscal deficit as percentage of GDP has been as per the Budget Estimates.,The non-tax revenue registered a considerably higher growth.,C,"Solution: Concept: The fiscal deficit for 2019‑20 was higher than the Budget Estimates, making option C the incorrect statement. Explanation: The Fiscal Deficit for 2019‑20 (Provisional Actuals) stood at 4.6 % 4.6\% 4.6% of GDP. This was 0.8 0.8 0.8 percentage points higher than the Budget Estimate of 3.8 % 3.8\% 3.8% of GDP. Hence, fiscal deficit did not match the Budget Estimates; it was significantly higher. The other statements are correct: • There was a deceleration in growth rate (option A). • Tax revenue growth was sluggish relative to Budget Estimates (option B). • Non‑tax revenue registered considerably higher growth (option D). Answer: Option C is not correct. © examsnet.com"
CDS-2020-II-GK-005,2020,GK,Economy,Indian Economy & Financial System,Economy | Macroeconomics | Banking & Finance | Public Finance,easy,"As per the Budget Estimates of expenditure on major subsidies during 2019-20, the maximum expenditure was likely to be on",urea subsidy,petroleum subsidy,food subsidy,fertilizer subsidy,C,"Solution: Concept: The question asks which major subsidy had the highest budgeted expenditure in India for the financial year 2019‑20. Explanation: In the Union Budget 2019‑20, the government allocated funds for three main subsidies: food, fertilizer, and petroleum. The maximum allocation went to food subsidy, estimated at Rs 1,84,220 crore. In comparison, fertilizer subsidy was allocated Rs 79,996 crore, and petroleum subsidy (covering LPG and kerosene) was around Rs 37,478 crore. Thus, food subsidy received the largest share of the total subsidy budget. Answer: Food subsidy. © examsnet.com"
CDS-2020-II-GK-006,2020,GK,Geography,Physical and Indian Geography,Geography | Physical Geography | Indian Geography | Geomorphology,easy,Which one of the following Indian places receives minimum rainfall in a year?,Jodhpur,Leh,New Delhi,Bengaluru,B,"Solution: Concept: Leh, located in the rain shadow region of the Himalayas, receives the lowest average annual rainfall among the given places due to the lack of monsoon influence. Explanation: The southwest monsoon, which brings most of India's rainfall, does not reach Leh effectively. Leh lies in the Trans‑Himalayan zone where the annual precipitation is often less than 50 50 50 cm. Among the options, Leh receives the scantiest rainfall — around 10 10 10 – 20 20 20 cm per year. Jodhpur receives about 30 30 30 – 40 40 40 cm, New Delhi about 80 80 80 cm, and Bengaluru about 90 90 90 cm. Thus, Leh is the driest of the four places. Answer: Leh © examsnet.com"
CDS-2020-II-GK-007,2020,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,easy,Timber vegetation is generally not found in which of the following regions?,Subtropical region,Temperate region,Alpine region,Tundra region,D,"Solution: Concept: Timber vegetation requires specific climatic conditions for tree growth and is absent in treeless, extremely cold biomes. Explanation: Timber refers to wood processed for construction, obtained from trees growing in regions with sufficient warmth and precipitation. Subtropical, temperate, and alpine regions typically support tree growth and thus contain timber vegetation. The tundra region, however, is characterized by permafrost, very low temperatures, and a short growing season, making it a treeless biome. Hence, timber vegetation is generally absent in the tundra region. Answer: D. Tundra region © examsnet.com"
CDS-2020-II-GK-008,2020,GK,Quantitative Aptitude,Basic Numeracy & Quantitative Aptitude,Aptitude | Mathematics | Quantitative Reasoning | Problem Solving,easy,Decadal growth rate of population in percentage was highest in India in the year,1991,1981,1971,1961,C,"Solution: Concept: The decadal growth rate of India's population peaked in the 1971 census, which recorded the highest percentage increase over the preceding decade (1961–71). Explanation: The decadal growth rate is the percentage change in population over a ten-year period. For the census year 1971 1971 1971 , the growth rate was about 24.8 % 24.8\% 24.8% – the highest ever recorded. For comparison: 1961 1961 1961 census (decade 1951 1951 1951 – 61 61 61 ) had 21.6 % 21.6\% 21.6% ; 1981 1981 1981 census had 24.7 % 24.7\% 24.7% ; 1991 1991 1991 census had 23.9 % 23.9\% 23.9% . Thus, the peak occurred in the census year 1971 1971 1971 , corresponding to the decade 1961 1961 1961 – 1971 1971 1971 . Answer: 1971 (option C). © examsnet.com"
CDS-2020-II-GK-009,2020,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,easy,"The Isotherm Line, which divides India North-South in almost two equal parts in the month of January, is",10 ºC,25 ºC,15 ºC,20 ºC,D,"Solution: Concept: Isotherms are lines connecting points of equal temperature on a map. Explanation: In January, the 20 ∘ C 20\,{}^{\circ}\mathrm{C} 20 ∘ C isotherm runs roughly parallel to the Tropic of Cancer. This line divides India into almost equal northern and southern halves. Temperatures in north India are lower (often below 20 ∘ C 20\,{}^{\circ}\mathrm{C} 20 ∘ C ), while south India remains warmer (above 20 ∘ C 20\,{}^{\circ}\mathrm{C} 20 ∘ C ). Hence, the 20 ∘ C 20\,{}^{\circ}\mathrm{C} 20 ∘ C isotherm is the one that splits India nearly equally during January. Answer: 20 ∘ C 20\,{}^{\circ}\mathrm{C} 20 ∘ C (Option D). © examsnet.com"
CDS-2020-II-GK-010,2020,GK,Geography,Physical and Indian Geography,Geography | Physical Geography | Indian Geography | Geomorphology,easy,Which one of the following indicates the Tropical Savannah climate?,AW,Dfc,Cwg,Am,A,"Solution: Concept: Tropical Savannah climate is represented by the code “ Aw \text{Aw} Aw ” in Köppen’s climate classification. Explanation: In Köppen’s classification, “ A \text{A} A ” denotes tropical climates. The lowercase “ w \text{w} w ” indicates a dry winter season. Thus, “ Aw \text{Aw} Aw ” specifically describes a tropical climate with a distinct dry season in winter — the Savannah climate. Option A is correct: AW \text{AW} AW . Option B ( Dfc \text{Dfc} Dfc ) is a cold continental climate. Option C ( Cwg \text{Cwg} Cwg ) is a humid subtropical climate with dry winter, found in parts of India. Option D ( Am \text{Am} Am ) is a tropical monsoon climate, not Savannah. Type of Climate Description Areas Amw \text{Amw} Amw Monsoon with a short dry season West coast of India south of Goa As \text{As} As Monsoon with dry summer Coromandel coast of Tamil Nadu Aw \text{Aw} Aw Tropical savannah Most of the Peninsular plateaus, south of the Tropic of Cancer BSh \text{BSh} BSh Semi-arid steppe climate North-western Gujarat, some parts of western Rajasthan and Punjab Bwhw \text{Bwhw} Bwhw Hot desert Extreme western Rajasthan Cwg \text{Cwg} Cwg Monsoon with dry winter Ganga plain, eastern Rajasthan, northern Madhya Pradesh Dfc \text{Dfc} Dfc Cold humid winter with short summer most of North-east India, Arunachal Pradesh E \text{E} E Polar type Jammu and Kashmir, Himachal Pradesh and Uttarakhand The diagram below shows the area wise distribution of different Koppen climatic region in India. Answer: A. AW \text{AW} AW © examsnet.com"
