Id,Year,Paper,Subject,Topics,Tags,Difficulty,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer,Explanation
CDS-2020-I-GK-001,2020,GK,Polity,Indian Constitution & Governance,Polity | Constitution of India | Governance | Constitutional Bodies,easy,Scattering of a-particles by a thin gold foil suggests the presence of,electron in an atom,proton in an atom,positively charged nucleus at the centre of an atom,isotopes of gold,C,"Solution: Concept: Rutherford's gold foil experiment revealed the atomic nucleus. Explanation: Rutherford bombarded a thin gold foil with α \alpha α -particles. Most α \alpha α -particles passed straight through. Some were deflected at small angles. A few bounced back at large angles. This indicated that most of the atom is empty space. The deflection and bouncing were caused by a tiny, dense core. This core contains all positive charge and most of the mass. It is called the nucleus. Thus, the experiment proves the existence of a positively charged nucleus at the centre of an atom. Answer: Positively charged nucleus at the centre of an atom. © examsnet.com"
CDS-2020-I-GK-002,2020,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,easy,The elements of which of the following pairs are isobars?,1 1 H {}_1^1H 1 1 ​ H and 1 3 H {}_1^3H 1 3 ​ H,1 1 H {}_1^1H 1 1 ​ H and 1 2 H {}_1^2H 1 2 ​ H,6 12 C {}_6^{12}C 6 12 ​ C and 6 14 C {}_6^{14}C 6 14 ​ C,18 40 A r {}_{18}^{40}Ar 18 40 ​ A r and 20 40 C a {}_{20}^{40}Ca 20 40 ​ C a,D,"Solution: Concept: Isobars are atoms of different elements that have the same mass number but different atomic numbers. Explanation: Mass number ( A A A ) is the sum of protons and neutrons in the nucleus. Atomic number ( Z Z Z ) is the number of protons. For isobars, A A A is same but Z Z Z is different. Option D: 18 40 A r {}_{18}^{40}\mathrm{Ar} 18 40 ​ Ar has A = 40 , Z = 18 A=40,\ Z=18 A = 40 , Z = 18 , and 20 40 C a {}_{20}^{40}\mathrm{Ca} 20 40 ​ Ca has A = 40 , Z = 20 A=40,\ Z=20 A = 40 , Z = 20 . Both have A = 40 A=40 A = 40 , but different Z Z Z , so they are isobars. Options A, B, C have same Z Z Z but different A A A — those are isotopes, not isobars. Answer: Option D – 18 40 A r {}_{18}^{40}\mathrm{Ar} 18 40 ​ Ar and 20 40 C a {}_{20}^{40}\mathrm{Ca} 20 40 ​ Ca . © examsnet.com"
CDS-2020-I-GK-003,2020,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,easy,Which one of the following chemical reactions is NOT feasible?,F e + C u S O 4 → F e S O 4 + C u \mathrm{Fe} + \mathrm{CuSO_4} \rightarrow \mathrm{FeSO_4} + \mathrm{Cu} Fe + CuS O 4 ​ → FeS O 4 ​ + Cu,Z n + C u S O 4 → Z n S O 4 + C u \mathrm{Zn} + \mathrm{CuSO_4} \rightarrow \mathrm{ZnSO_4} + \mathrm{Cu} Zn + CuS O 4 ​ → ZnS O 4 ​ + Cu,C u + P b C l 2 → C u C l 2 + P b \mathrm{Cu + PbCl_2 \rightarrow CuCl_2 + Pb} Cu + PbC l 2 ​ → CuC l 2 ​ + Pb,M g + C u S O 4 → M g S O 4 + C u \mathrm{Mg + CuSO_4} \rightarrow \mathrm{MgSO_4 + Cu} Mg + CuS O 4 ​ → MgS O 4 ​ + Cu,C,"Solution: Concept: In a displacement reaction, a more reactive metal can displace a less reactive metal from its compound. The reaction is not feasible if the displacing metal is less reactive than the metal in the compound. Explanation: Check each reaction using the reactivity series of metals: K \mathrm{K} K , N a \mathrm{Na} Na , C a \mathrm{Ca} Ca , M g \mathrm{Mg} Mg , A l \mathrm{Al} Al , C \mathrm{C} C , Z n \mathrm{Zn} Zn , F e \mathrm{Fe} Fe , S n \mathrm{Sn} Sn , P b \mathrm{Pb} Pb , H \mathrm{H} H , C u \mathrm{Cu} Cu , A g \mathrm{Ag} Ag , A u \mathrm{Au} Au , P t \mathrm{Pt} Pt . Reactivity decreases from left to right. For option A: F e \mathrm{Fe} Fe displaces C u \mathrm{Cu} Cu from C u S O 4 \mathrm{CuSO_4} CuS O 4 ​ because F e \mathrm{Fe} Fe is above C u \mathrm{Cu} Cu in the series. For option B: Z n \mathrm{Zn} Zn displaces C u \mathrm{Cu} Cu from C u S O 4 \mathrm{CuSO_4} CuS O 4 ​ because Z n \mathrm{Zn} Zn is above C u \mathrm{Cu} Cu . For option D: M g \mathrm{Mg} Mg displaces C u \mathrm{Cu} Cu from C u S O 4 \mathrm{CuSO_4} CuS O 4 ​ because M g \mathrm{Mg} Mg is above C u \mathrm{Cu} Cu . For option C: C u \mathrm{Cu} Cu attempts to displace P b \mathrm{Pb} Pb from P b C l 2 \mathrm{PbCl_2} PbC l 2 ​ . But C u \mathrm{Cu} Cu is below P b \mathrm{Pb} Pb in the reactivity series, so C u \mathrm{Cu} Cu is less reactive than P b \mathrm{Pb} Pb . Therefore, the reaction C u + P b C l 2 → C u C l 2 + P b \mathrm{Cu} + \mathrm{PbCl}_2 \rightarrow \mathrm{CuCl}_2 + \mathrm{Pb} Cu + PbCl 2 ​ → CuCl 2 ​ + Pb is not feasible. Answer: Option C ( C u + P b C l 2 → C u C l 2 + P b \mathrm{Cu} + \mathrm{PbCl_2} \rightarrow \mathrm{CuCl_2} + \mathrm{Pb} Cu + PbC l 2 ​ → CuC l 2 ​ + Pb ) © examsnet.com"
CDS-2020-I-GK-004,2020,GK,Science & Tech,General Science & Emerging Technologies,Science & Tech | General Science | Applied Science | Physics | Chemistry | Biology,easy,A solution having pH equal to zero is known as,highly alkaline solution,highly acidic solution,weakly acidic solution,neutral solution,B,"Solution: Concept: The pH scale measures the acidity or basicity of a solution based on hydrogen ion concentration. Explanation: The pH scale ranges from 0 to 14. A pH of 7 is neutral, such as pure water. A pH below 7 indicates an acidic solution; lower pH means stronger acidity. A pH of 0 is the lowest value on the scale, representing the maximum acidity possible in an aqueous solution. In contrast, a pH of 14 indicates a highly alkaline (or basic) solution. Thus, a solution with pH = 0 is highly acidic because it contains a very high concentration of hydrogen ions ( H + \mathrm{H}^+ H + ). Answer: B. highly acidic solution © examsnet.com"
CDS-2020-I-GK-005,2020,GK,Science & Tech,General Science & Emerging Technologies,Science & Tech | General Science | Applied Science | Physics | Chemistry | Biology,easy,Which one of the following acids is produced in human stomach?,Formic acid,Sulphuric acid,Nitric acid,Hydrocholoric acid,D,"Solution: Concept: The human stomach produces hydrochloric acid ( H C l \mathrm{HCl} HCl ) to aid digestion and activate enzymes. Explanation: Parietal cells in the stomach lining secrete hydrochloric acid. This acid creates an acidic environment with a pH of about 1.5 1.5 1.5 to 3.5 3.5 3.5 . H C l \mathrm{HCl} HCl converts the inactive enzyme pepsinogen into active pepsin by supplying H + \mathrm{H}^+ H + ions. Pepsin then breaks down proteins into smaller peptides. Among the given options, only hydrochloric acid is produced in the human stomach in significant amounts. Formic acid ( H C O O H \mathrm{HCOOH} HCOOH ) is found in ant venom, not the stomach. Sulphuric acid ( H 2 S O 4 \mathrm{H}_2\mathrm{SO}_4 H 2 ​ SO 4 ​ ) is a strong mineral acid not produced in the body. Nitric acid ( H N O 3 \mathrm{HNO}_3 HNO 3 ​ ) is not produced by human cells for digestion. Lactic acid ( C 3 H 6 O 3 \mathrm{C}_3\mathrm{H}_6\mathrm{O}_3 C 3 ​ H 6 ​ O 3 ​ ) is produced in muscles during heavy exercise, not in the stomach. Answer: Hydrochloric acid ( H C l \mathrm{HCl} HCl ) is produced in the human stomach. © examsnet.com"
CDS-2020-I-GK-006,2020,GK,Science & Tech,General Science & Emerging Technologies,Science & Tech | General Science | Applied Science | Physics | Chemistry | Biology,hard,Match List-I with List-II and select the correct answer using the code given below the Lists: List - I (Compound) List-II (Use) A. Boric acid 1. Antiseptic B. Citric acid 2. Food Preservative C. Magnesium hydroxide 3. Antacid D. Acetic acid 4. Pickle Code:,"A-1, B-2, C-3, D-4","A-1, B-3, C-2, D-4","A-4, B-3, C-2, D-1","A-4, B-2, C-3, D-1",A,"Solution: Concept: This question tests knowledge of common chemical substances and their everyday uses. Explanation: Boric acid ( H 3 B O 3 \mathrm{H}_3\mathrm{BO}_3 H 3 ​ BO 3 ​ ) is a mild antiseptic used in eye washes and skin ointments. Citric acid is a natural preservative that adds acidity, preventing microbial growth in foods. Magnesium hydroxide ( M g ( O H ) 2 \mathrm{Mg(OH)}_2 Mg ( OH ) 2 ​ ) is a base that neutralises stomach acid, so it is used as an antacid. Acetic acid (vinegar, C H 3 C O O H \mathrm{CH}_3\mathrm{COOH} CH 3 ​ COOH ) gives pickles their sour taste and inhibits bacterial growth. Thus, the correct matches are: A-1, B-2, C-3, D-4. Answer: A-1, B-2, C-3, D-4 (Option A). © examsnet.com"
CDS-2020-I-GK-007,2020,GK,Science & Tech,General Science & Emerging Technologies,Science & Tech | General Science | Applied Science | Physics | Chemistry | Biology,easy,The property of the sound waves that determines the pitch of the sound is its,frequency,amplitude,wave length,intensity,A,"Solution: Concept: The pitch of a sound is directly determined by its frequency, which is the number of vibrations per second. Explanation: Pitch is the perceptual quality that allows us to classify a sound as high or low. A higher frequency produces a higher pitch, while a lower frequency produces a lower pitch. The unit of frequency is hertz (Hz), where 1 Hz = 1 vibration per second 1 \text{ Hz} = 1 \text{ vibration per second} 1 Hz = 1 vibration per second . Amplitude, wavelength, and intensity do not affect pitch. Amplitude is the maximum displacement of particles from the mean position and relates to loudness. Wavelength is the distance between successive compressions or rarefactions and is inversely related to frequency via v = f λ v = f \lambda v = f λ (speed of sound). Intensity is the power per unit area carried by the wave and is perceived as loudness, not pitch. Thus, among the given options, only frequency governs pitch. Answer: A. frequency © examsnet.com"
CDS-2020-I-GK-008,2020,GK,Science & Tech,General Science & Emerging Technologies,Science & Tech | General Science | Applied Science | Physics | Chemistry | Biology,easy,Which one of the following is NOT a property of the X-rays?,They are deflected by electric fields.,They are not deflected by magnetic fields.,They have high penetration length in matter.,Their wavelength is much smaller than that of visible light.,A,"Solution: Concept: X-rays are uncharged electromagnetic waves, so they are not deflected by electric or magnetic fields. Explanation: X-rays are high-frequency electromagnetic radiation. They carry no electric charge. Therefore, they are not deflected by electric fields or magnetic fields. Option A states “They are deflected by electric fields.” – this is false for X-rays. Other given properties are true: X-rays are unaffected by magnetic fields, have high penetration in matter, and their wavelength is much smaller than visible light. Answer: A. They are deflected by electric fields. © examsnet.com"
CDS-2020-I-GK-009,2020,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,easy,Which one of the following is not true about the image formed by a plane mirror?,It is of the same size as the subject,It is laterally inverted,It is real image,It is formed as far behind the mirror as the object is in front,C,"Solution: Concept: A plane mirror forms a virtual, erect, and laterally inverted image of the same size as the object. Explanation: The image in a plane mirror is always virtual, meaning it cannot be projected onto a screen. It is erect (upright) and of the same size as the object. The image is laterally inverted — the left and right sides are swapped. The distance of the image behind the mirror equals the distance of the object in front of the mirror. Among the given options, the statement that the image is real is incorrect because plane mirrors only produce virtual images. Thus, option C is not true. Answer: Option C – It is real image. © examsnet.com"
CDS-2020-I-GK-010,2020,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,easy,"In a periscope, the two plane mirrors are kept",parallel to each other,perpendicular to each other,at an angle of 60° with each other,at an angle of 45° with each other,A,"Solution: Concept: A periscope uses two plane mirrors to reflect light so the observer can see over an obstacle. Explanation: In a periscope, the two mirrors are placed at an angle of 4 5 ∘ 45^{\circ} 4 5 ∘ to the horizontal axis. Because both mirrors are inclined at the same 4 5 ∘ 45^{\circ} 4 5 ∘ angle, they are parallel to each other. When light hits the upper mirror, it reflects vertically downward toward the lower mirror. The lower mirror then reflects the light horizontally into the observer’s eye. This setup allows the observer to see objects that are not in a direct line of sight. The periscope works on the principle of reflection of light. It is commonly used in submarines and armoured vehicles. Answer: The two plane mirrors are kept parallel to each other . © examsnet.com"
