Id,Year,Paper,Subject,Topics,Tags,Difficulty,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer,Explanation
CDS-2022-II-GK-001,2022,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,hard,Which of the following States has/have bicameral legislature? 1. Andhra Pradesh 2. Telangana 3. Bihar 4. Uttar Pradesh Select the correct answer using the code given below:,1 only,"1, 2 and 3 only",3 and 4 only,"1, 2, 3 and 4",D,"Solution: Concept: A bicameral legislature means the state has two houses: the Legislative Assembly (Vidhan Sabha) and the Legislative Council (Vidhan Parishad). Explanation: In India, only six states have a bicameral legislature. These are: Andhra Pradesh, Telangana, Bihar, Uttar Pradesh, Maharashtra, and Karnataka. All four states listed in the question — Andhra Pradesh, Telangana, Bihar, and Uttar Pradesh — have bicameral legislatures. Therefore, the correct set of codes includes all four. Answer: Option D: 1, 2, 3 and 4. © examsnet.com"
CDS-2022-II-GK-002,2022,GK,Polity,Indian Constitution & Governance,Polity | Constitution of India | Governance | Constitutional Bodies,easy,"By which one of the following Constitutional Amendment Acts, was the Article 21A (Right to Education) inserted into the Constitution of India?",8 3 t h A m e n d m e n t A c t 83^{th} Amendment Act 8 3 t h A m e n d m e n t A c t,84th Amendment Act,86th Amendment Act,85th Amendment Act,C,"Solution: Concept: The 86th Constitutional Amendment Act inserted Article 21A, making the Right to Education a fundamental right. Explanation: The Supreme Court in the Unnikrishnan case (1993) declared education a fundamental right under Article 21. The Tapas Majumdar Committee (1999) recommended inserting Article 21A. The 86th Amendment Act, passed in 2002, added Article 21A to Part III of the Constitution. It guarantees free and compulsory education for children aged 6 to 14 years. The same amendment also added clause (k) to Article 51A, making it a duty of parents or guardians to provide education to their child or ward aged 6 to 14. Other amendments mentioned in the options are unrelated: The 83rd Amendment (2000) exempts Arunachal Pradesh from SC reservation in Panchayats. The 84th Amendment (2001) extended the freeze on seat readjustment in Lok Sabha and state legislatures until 2026. The 85th Amendment (2001) granted consequential seniority in promotions for SC/ST government servants. Answer: The 8 6 t h 86^{th} 8 6 t h Amendment Act (Option C) inserted Article 21A. © examsnet.com"
CDS-2022-II-GK-003,2022,GK,Defence & Security,"Defence, Military & Internal Security",Defence | Military Exercises | Armed Forces | Security Architecture,easy,An object is dropped from a height onto the floor. Which one of the following remains uniform as it falls?,Its acceleration,Its momentum,Its kinetic energy,Its potential energy,A,"Solution: Concept: For a freely falling object under gravity (ignoring air resistance), the acceleration is constant and equal to g g g . Explanation: When an object is dropped from a height, it falls under the influence of gravity alone. This is called free fall. During free fall, the only force acting is the gravitational force, which is constant near the Earth’s surface. According to Newton’s second law, F = m a F = ma F = ma , a constant force produces a constant acceleration. Thus, the acceleration of the object remains uniform at g = 9.81 m/s 2 g = 9.81 \, \text{m/s}^2 g = 9.81 m/s 2 (downward). In contrast, momentum ( p = m v p = mv p = m v ) increases because velocity increases. Kinetic energy ( 1 2 m v 2 \frac{1}{2}mv^2 2 1 ​ m v 2 ) also increases with speed. Potential energy ( m g h mgh m g h ) decreases as height h h h decreases. Therefore, only acceleration stays constant during the fall. Answer: Option A: Its acceleration. © examsnet.com"
CDS-2022-II-GK-004,2022,GK,Modern History,Indian National Movement,Modern History | Freedom Struggle | British Colonial Rule,easy,"If an object is placed at the focus of a convex lens, its image is",at the focus on the same side.,at the focus on the opposite side.,coincident with the lens.,at infinity.,D,"Solution: Concept: When an object is placed exactly at the focus of a convex lens, the refracted rays become parallel and the image is formed at infinity. Explanation: A convex lens converges parallel rays to the focus on the opposite side. If the object is placed at the focus on one side, the light rays emerging from the lens become parallel to each other. Parallel rays never meet at a finite point, so the image is said to be formed at infinity. The image formed is real, inverted, and highly enlarged. Using the lens formula 1 v − 1 u = 1 f \frac{1}{v} - \frac{1}{u} = \frac{1}{f} v 1 ​ − u 1 ​ = f 1 ​ : for a convex lens, f f f is positive, u = − f u = -f u = − f (object distance is taken negative). Substituting gives 1 v − 1 ( − f ) = 1 f ⇒ 1 v + 1 f = 1 f ⇒ 1 v = 0 \frac{1}{v} - \frac{1}{(-f)} = \frac{1}{f} \Rightarrow \frac{1}{v} + \frac{1}{f} = \frac{1}{f} \Rightarrow \frac{1}{v} = 0 v 1 ​ − ( − f ) 1 ​ = f 1 ​ ⇒ v 1 ​ + f 1 ​ = f 1 ​ ⇒ v 1 ​ = 0 , so v → ∞ v \to \infty v → ∞ . Answer: Option D – at infinity. © examsnet.com"
CDS-2022-II-GK-005,2022,GK,Science & Tech,General Science & Emerging Technologies,Science & Tech | General Science | Applied Science | Physics | Chemistry | Biology,easy,Which one of the following statements about the aperture of a convex lens is correct?,It is equal to its radius of curvature.,It is equal to its focal length.,It is independent of its radius of curvature.,It is equal to half of its focal length.,C,"Solution: Concept: The aperture of a convex lens is the effective diameter of its light-transmitting area, and it is independent of the lens's radius of curvature. Explanation: Aperture determines the amount of light entering the lens. It affects the brightness (intensity) of the image, which is proportional to the square of the aperture. The focal length depends on the radius of curvature via the lens maker's formula, but the aperture itself is a separate physical size. For a thin lens, the relation R = 2 f R = 2f R = 2 f holds only when the aperture is much smaller than the radius of curvature, but this does not mean aperture equals R R R or f f f . The aperture can be varied without changing the radius of curvature. Thus, the aperture is independent of the radius of curvature. Answer: Option C: It is independent of its radius of curvature. © examsnet.com"
CDS-2022-II-GK-006,2022,GK,Modern History,Indian National Movement,Modern History | Freedom Struggle | British Colonial Rule,easy,"When water is heated from 0°C to 4°C, its density",remains constant.,increases.,decreases.,first increases then decreases to its original value.,B,"Solution: Concept: Water shows anomalous expansion: from 0 ∘ C 0^\circ\text{C} 0 ∘ C to 4 ∘ C 4^\circ\text{C} 4 ∘ C , its density increases, reaching a maximum at 4 ∘ C 4^\circ\text{C} 4 ∘ C . Explanation: When water is heated from 0 ∘ C 0^\circ\text{C} 0 ∘ C to 4 ∘ C 4^\circ\text{C} 4 ∘ C , its density increases. At 0 ∘ C 0^\circ\text{C} 0 ∘ C , water contains ice-like clusters that keep molecules farther apart, giving a lower density. As temperature rises to 4 ∘ C 4^\circ\text{C} 4 ∘ C , these clusters break, molecules move closer together, and density increases. At 4 ∘ C 4^\circ\text{C} 4 ∘ C , water reaches its maximum density of 1000 kg m − 3 1000\ \text{kg m}^{-3} 1000 kg m − 3 . After 4 ∘ C 4^\circ\text{C} 4 ∘ C , further heating causes molecules to move faster and spread apart, decreasing density. Thus, for the specific range 0 ∘ C 0^\circ\text{C} 0 ∘ C to 4 ∘ C 4^\circ\text{C} 4 ∘ C , density only increases. The options include ""first increases then decreases"" but that applies only if heating continues beyond 4 ∘ C 4^\circ\text{C} 4 ∘ C . Within the given range, the density simply increases. Answer: B. increases. © examsnet.com"
CDS-2022-II-GK-007,2022,GK,Quantitative Aptitude,Basic Numeracy & Quantitative Aptitude,Aptitude | Mathematics | Quantitative Reasoning | Problem Solving,easy,The acceleration due to gravity at the Earth's surface depends on,its mass only.,its radius only.,both its mass and radius.,either its mass or its radius.,C,"Solution: Concept: The acceleration due to gravity at Earth’s surface depends on both the Earth’s mass and its radius. Explanation: The formula for g g g is g = G M R 2 g = \frac{GM}{R^2} g = R 2 GM ​ . Here, G G G is the universal gravitational constant, M M M is the mass of Earth, and R R R is the radius of Earth. From this equation, g g g is directly proportional to M M M and inversely proportional to R 2 R^2 R 2 . Hence, any change in either M M M or R R R changes the value of g g g . Thus, g g g depends on both mass and radius, not on one alone. Answer: Option C: both its mass and radius. © examsnet.com"
CDS-2022-II-GK-008,2022,GK,Geography,Physical and Indian Geography,Geography | Physical Geography | Indian Geography | Geomorphology,easy,In which one of the following highlands of India can you find temperate forests called ‘Sholas'?,Nilgiris,Vindhyas,Satpuras,Himalayas,A,"Solution: Concept: Shola forests are temperate forests found in high-altitude regions of South India, specifically in the Nilgiris, Anaimalai, and Palani hills. Explanation: These forests occur only in valleys where fog and mist are minimal. Mountains in these regions are typically covered in grasslands, but shola forests appear above 2000 metres of sea level. They are unique to the Southern Western Ghats in Karnataka, Kerala, and Tamil Nadu (especially the Nilgiris). Shola forests are characterized by high endemism, meaning many species are found nowhere else, e.g., the Nilgiri Tahr. Shola tree species have very low regeneration rates and are sensitive to climatic change. These forests and grasslands are often cleared for agriculture and hill station construction. Shola soils have high water retention capacity, storing monsoon rain and slowly releasing it to form streams. Shola forests are part of the world’s biodiversity hotspots. Answer: The correct option is A. Nilgiris. © examsnet.com"
CDS-2022-II-GK-009,2022,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,easy,'Pingos' are associated with which one of the following process?,Glacial,Peri-glacial,Aeolian,Fluvial,B,"Solution: Concept: Pingos are ice-cored hills formed in permafrost regions. Explanation: A pingo is a dome-shaped hill created when freezing groundwater pressure pushes up a layer of frozen ground. They occur exclusively in permafrost environments, such as the Arctic and subarctic. Pingos are classified as periglacial landforms — these are features linked to cold climates but not directly formed by glaciers. Typical height ranges from 3 3 3 to 70 70 70 metres, and they have a conical shape. The world’s highest concentration of pingos is in the Tuktoyaktuk peninsula, Canada, with over 1 , 350 1,350 1 , 350 pingos. Pingos are found mainly between latitudes 6 5 ∘ 65^{\circ} 6 5 ∘ and 7 5 ∘ 75^{\circ} 7 5 ∘ N in continental tundra. When the ice core at the top melts, the overlying material collapses, sometimes forming a small crater or lake. Thus, pingos are associated with periglacial (not glacial, aeolian, or fluvial) processes. Answer: B. Peri-glacial © examsnet.com"
CDS-2022-II-GK-010,2022,GK,Modern History,Indian National Movement,Modern History | Freedom Struggle | British Colonial Rule,hard,Match List I with List II and select the correct answer using the code given below the Lists : List I List II (Drainage Pattern of River) (Feature) A. Insequent 1. Whose direction of flow is controlled by the rock structure B. Consequent 2. No apparent reason why it follows the path it takes C. Subsequent 3. Flow in the same direction as the consequent stream but at a lower level D. Resequent 4. Whose course is determined by the original slope of the land,"(A) - (2), (B) - (1), (C) - (4), (D) - (3)","(A) - (2), (B) - (4), (C) - (1), (D) - (3)","(A) - (3), (B) - (4), (C) - (1), (D) - (2)","(A) - (3), (B) - (1), (C) - (4), (D) - (2)",B,"Solution: Concept: Drainage patterns describe how rivers flow based on slope, rock structure, and erosion history. Explanation: The correct matching is determined by understanding each drainage pattern’s defining feature. Insequent : This pattern shows no apparent reason for its path because it does not adjust to underlying rock or surface slope. It corresponds to feature 2: “No apparent reason why it follows the path it takes”. Consequent : The course is set by the original slope of the land, following the general direction of the terrain. It corresponds to feature 4: “Whose course is determined by the original slope of the land”. Subsequent : This tributary develops by headward erosion along weak rock belts after the main consequent river forms. Its direction is controlled by rock structure, matching feature 1: “Whose direction of flow is controlled by the rock structure”. Resequent : It flows in the same direction as the original consequent stream but at a lower level, forming later. It corresponds to feature 3: “Flow in the same direction as the consequent stream but at a lower level”. Thus the pairs are: A–2, B–4, C–1, D–3, which matches the second option in the list. Answer: Option 2 © examsnet.com"
