ID,Year,Paper,Subject,Topics,Tags,Difficulty,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer,Explanation
"d3dbdb76-5954-4dce-ab66-0fe7afb479f3","2016","GS","Ancient History","Early Cholas","Ancient Indian Administration | Land Revenue System | Chola Administration | Temple Institutions | Ancient Indian Education","hard","In the context of the history of India, consider the following pairs: |Term|Description| |-- |--| |1. Eripatti | Land revenue from which was set apart for the maintenance of the village tank | |2. Taniyurs |Villages donated to a single Brahmin or a group of Brahmins| |3. Ghatikas | Colleges generally attached to the temples| Which of the pairs given above is/are correctly matched?","1 and 2 only","3 only","2 and 3 only","1 and 3 only","D","Pair 1 is correctly matched: In South India, especially during the Pallava and Chola periods, Eripatti (tank land) was land donated by individuals or the state, the revenue of which was strictly used for the maintenance and repair of the village irrigation tank (eri). Pair 2 is INCORRECTLY matched: The description ""Villages donated to a single Brahmin or a group of Brahmins"" refers to Brahmadeya (or Agrahara). Taniyurs (or Taniyur) were a specific administrative unit in the Chola empire. They were exceptionally large villages or settlements that were granted the status of an independent revenue unit, meaning they were not subject to the jurisdiction of the local Nadu (district). Pair 3 is correctly matched: Ghatikas were prestigious institutions of higher learning in ancient South India. They were often located within or attached to temples and served as centers for Vedic and religious studies (notably the famous Ghatika of Kanchipuram)."
"4b0cfc63-a6ba-4a91-a39d-dbd1dc507f94","2016","GS","Art & Culture","Indian Languages","Ancient India | Ashoka | Mauryan Empire | Edicts of Ashoka | Decipherment of Brahmi Script","medium","Who of the following had first deciphered the edicts of Emperor Ashoka?","Georg Buhler","James Prinsep","Max Muller","William Jones","B","The person who first deciphered the edicts of Emperor Ashoka was James Prinsep. ![Ashoka Edicts](https://d39jluplm5thpx.cloudfront.net//Ashoka_Edict_474fd560c9.png) James Prinsep (1799-1840) was an English philologist, antiquary and administrator who served in the British East India Company. He played a crucial role in deciphering and interpreting the inscriptions and edicts of Emperor Ashoka, which were written in the Brahmi script. In the 1830s, Prinsep was able to decipher the Brahmi script and translate Ashoka's inscriptions, which provided valuable insights into the reign and policies of the Mauryan emperor. His groundbreaking work helped establish the historical significance of Ashoka and the Mauryan empire. ![Edicts of Ashoka Map](https://d39jluplm5thpx.cloudfront.net//Edicts_of_Ashoka_d92ad6f7db.PNG)"
"4b75dc5e-2658-41cf-bae6-a10c673fce9c","2016","GS","Art & Culture","Art and Architecture | Introduction","Rock-cut Architecture | Ajanta Caves | Mahabalipuram | Ancient Indian Architecture | Buddhist Art | Hindu Art","hard","What is/are common to the two historical places known as Ajanta and Mahabalipuram? 1. Both were built in the same period. 2. Both belong to the same religious denomination. 3. Both have rock-cut monuments. Select the correct answer using the code given below.","1 and 2 only","3 only","1 and 3 only","None of the statements given above is correct","B","**Statement 1 is incorrect:** Ajanta and Mahabalipuram were not built in the same period. - Ajanta is known for its rock-cut cave monuments, which were constructed from the 2nd century BCE to the 6th century CE, primarily during the Gupta and Vakataka dynasties. - On the other hand, Mahabalipuram's rock-cut monuments and structures were built primarily during the 7th and 8th centuries CE, under the Pallava dynasty. **Statement 2 is incorrect:** - Ajanta is associated with Buddhism, as the cave monuments were used as monasteries and temples by Buddhist monks. - Mahabalipuram, on the other hand, is associated with Hinduism, as the rock-cut monuments and temples are dedicated to Hindu deities and themes. **Statement 3 is correct:** Both Ajanta and Mahabalipuram are known for their remarkable rock-cut monuments and structures. The Ajanta Caves are a series of rock-cut cave temples and monasteries, while Mahabalipuram is renowned for its rock-cut temples, Rathas (chariot-shaped temples), and other monumental structures carved directly out of rock. Therefore, the only common feature between Ajanta and Mahabalipuram is that both have rock-cut monuments, as stated in statement 3."
"06dee0ab-1702-43c4-968c-7a6ea33dc96d","2016","GS","Art & Culture","Religions in India","Buddhism | Mahayana Buddhism | Hinayana Buddhism | Theravada Buddhism | Bodhisattva","hard","With reference to the religious history of India, consider the following statements : 1. The concept of Bodhisattva is central to the Hinayana sect of Buddhism. 2. Bodhisattva is a compassionate one on his way to enlightenment. 3. Bodhisattva delays achieving his own salvation to help all sentient beings on their path to it. Which of the statements given above is/are correct?","1 only","2 and 3 only","2 only","1, 2 and 3","B","**Statement 1 is incorrect.** The concept of Bodhisattva is central to the Mahayana sect of Buddhism, not the Hinayana (or Theravada) sect. The Hinayana sect emphasizes the ideal of the Arhat, who achieves personal liberation, whereas the Mahayana tradition focuses on the Bodhisattva ideal. **Statement 2 is correct.** The Bodhisattva is a central figure in Mahayana Buddhism, representing a being who has attained a high level of enlightenment but delays their full enlightenment (Nirvana) to compassionately help others achieve liberation. **Statement 3 is correct.** The Bodhisattva is characterized by a commitment to the enlightenment of all sentient beings, rather than seeking individual liberation. The Bodhisattva willingly delays their own attainment of Nirvana in order to guide and assist others on the path to enlightenment."
"2c43e760-96f3-47fb-9019-ad805f92af8c","2016","GS","Art & Culture","Indian Literature | Indian Theatre","Ancient Indian Literature | Sunga Dynasty | Kalidasa | Malavikagnimitra | Pushyamitra Shunga","hard","Which one of the following books of ancient India has the love story of the son of the founder of Sunga dynasty?","Swapnavasavadatta","Malavikagnimitra","Meghadoota","Ratnavali","B","**Malavikagnimitra:** A play by Kalidasa, narrates the love story of King Agnimitra, the son of Pushyamitra Shunga, the founder of the Sunga dynasty. **Swapnavasavadatta:** This Sanskrit play by Bhasa does not revolve around the Sunga dynasty. **Meghadoota:** This poem by Kalidasa focuses on the pining of a separated Yaksha and doesn't involve historical figures. **Ratnavali:** This play by Sri Harsha also doesn't have a connection to the Sunga dynasty or its rulers."
"0719d659-ed76-4b06-a9ed-fb1b628d52a3","2016","GS","Art & Culture","Religions in India","Medieval India | Religious Movements | Siddhas | Lingayats | Social Reform","hard","With reference to the cultural history of medieval India, consider the following statements: 1. Siddhas (Sittars) of Tamil region were monotheistic and condemned idolatry. 2. Lingayats of Kannada region questioned the theory of rebirth and rejected the caste hierarchy. Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2","C","**Statement 1 is correct:** The Siddhas (Sittars) of the Tamil region were indeed monotheistic. They believed in a single ultimate reality and often rejected the traditional Hindu practices of idol worship and elaborate temple rituals. **Statement 2 is correct:** The Lingayats of the Kannada region challenged the established social order. - They did not subscribe to the concept of rebirth within the caste system. - They emphasized equality and rejected the rigidities of the caste system. Therefore, both statements are correct. Hence, option C is the correct Answer."
"a4dcd7ce-0018-48ed-bb58-0009c97e7687","2016","GS","Art & Culture","Religions in India","Indian Geography | Religious Sites in India | Regions of India | Historical Places in India | Art and Culture of India","hard","Consider the following pairs: |Famous place|Region| |-- |--| |1. Bodhgaya | Baghelkhand| |2. Khajuraho|Bundelkhand| |3. Shirdi | Vidarbha| |4. Nasik (Nashik)|Malwa| |5. Tirupati|Rayalaseema| Which of the pairs given above are correctly matched?","1, 2 and 4","2, 3, 4 and 5","2 and 5 only","1, 3, 4 and 5","C","Out of the listed pairs, the following are correctly matched: **2. Khajuraho - Bundelkhand (Correct).** **5. Tirupati - Rayalaseema (Correct).** Incorrectly matched pairs: **1. Bodhgaya - Baghelkhand (Incorrect).** Bodhgaya lies in the Magadh region of Bihar, not Baghelkhand (which is in Madhya Pradesh). **3. Shirdi - Vidarbha (Incorrect).** Shirdi is located in Ahilyanagar district (formerly Ahmednagar) in western Maharashtra, not in Vidarbha. **4. Nasik (Nashik) - Malwa (Incorrect).** Nashik is in the northwest region of Maharashtra, not Malwa, which is located in Madhya Pradesh."
"b719b0ec-a388-4313-89ef-a4fd84f932fe","2016","GS","Art & Culture","Indian Literature","Ancient Indian History | Social Structure in Ancient India | Occupation in Ancient India | Literature and Oral Tradition | Cultural History of India","hard","With reference to the cultural history of India, the memorizing of chronicles, dynastic histories and Epictales was the profession of which of the following?","Shramana","Parivraaj","Agrahaarika","Maagadha","D","The memorizing of chronicles, dynastic histories, and Epic tales was the profession of **Maagadha**. To make it easier to remember, let's break it down - Chronicles These are the records of historical events in chronological order. - Dynastic histories These detail the histories of dynasties or royal families. - Epic tales These are long, narrative poems about heroic deeds. So, a Maagadha was essentially a historical storyteller or a keeper of history and legends. **Shramana:** This term refers to ascetics and monks in Indian religious traditions like Jainism and Buddhism. They renounced worldly life to pursue spiritual enlightenment. **Parivraaj:** Also known as Parivrajaka, this term refers to wandering mendicants or ascetics who renounced material life and traveled in search of spiritual wisdom. **Agrahaarika:** This term is related to administrators or managers of agraharas (land grants given to Brahmins) and does not relate to the memorization of histories."
"da5d6d25-ce00-46a5-92f3-edebe6c82d4a","2016","GS","Economy","Taxation in India","Base Erosion and Profit Shifting (BEPS) | Tax Avoidance | Multinational Companies | International Taxation | Tax Evasion","easy","The term ‘Base Erosion and profit shifting’ is sometimes seen in the news in the context of","mining operation by multinational companies in resource-rich but backward areas","curbing of the tax evasion by multinational companies","exploitation of genetic resources of a country by multinational companies","Lack of consideration of environmental costs in the planning of development projects","B","The term ""Base Erosion and Profit Shifting (BEPS)"" refers to tax planning strategies used by multinational companies to artificially shift profits from higher-tax jurisdictions to lower-tax jurisdictions, thereby reducing their overall tax liabilities. This practice often involves exploiting gaps and mismatches in tax rules between different countries. BEPS has been a major concern for governments worldwide as it can lead to significant revenue losses and erode the tax base of countries where economic activity occurs. Efforts to address BEPS involve cooperation among countries to develop common standards and guidelines to prevent tax avoidance by multinational corporations."
"776d9db7-2738-4ef5-8764-c76eeeab6dc6","2016","GS","Economy","Trade and External Sector","Foreign Exchange Reserves | Import Cover | International Trade | External Trade Stability | Economic Indicators","medium","Which of the following best describes the term “import cover”, sometimes seen in the news?","It is the ratio of the value of imports to the Gross Domestic Product of a country","It is the total value of imports of a country in a year.","It is the ratio between the value of exports and imports between the two countries","It is the number of months of imports that could be paid for by a country’s international reserves","D","Import cover is a critical economic indicator that measures the number of months of imports a country can afford using its foreign exchange reserves. It is calculated using the formula: Import Cover = (Total Foreign Exchange Reserves) / (Average Monthly Imports). This metric assesses a country's external stability and its ability to withstand shocks to the balance of payments or sudden stops in foreign currency inflows. While other options describe the import-to-GDP ratio (Option A), total import volume (Option B), or trade balance/terms of trade (Option C), only Option D correctly identifies the relationship between reserves and import duration."
