ID,Year,Paper,Subject,Topics,Tags,Difficulty,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer,Explanation
"6dc59377-557e-4042-ab17-ec54bfcbd919","2021","GS","Ancient History","Indus Valley Civilisation","Indus Valley Civilization | Harappan Civilization | Ancient Indian Cities | Water Management Systems | Urban Planning in Ancient India","medium","Which one of the following ancient towns is well-known for its elaborate system of water harvesting and management by building a series of dams and channelizing water into connected reservoirs?","Dholavira","Kalibangan","Rakhigarhi","Ropar","A","* Dholavira is one of the five largest Harappan sites and is located in the present-day state of Gujarat, India. It was a prominent city of the ancient Indus Valley Civilization, flourishing around 4500 years ago. * Dholavira is renowned for its sophisticated water management system, which includes reservoirs, dams, channels, and other hydraulic structures. * Dholavira was a well-planned city with three distinct divisions: the citadel, middle town, and lower town. The city also had a large stadium or public gathering area, suggesting community events or administrative functions. A remarkable discovery at Dholavira was the earliest known signboard, with inscriptions on a large wooden board, indicating the use of writing for communication or identification. ![Harappan sites in India](https://d39jluplm5thpx.cloudfront.net//harrapan_sites_22cbb16912.png) **Kalibangan (Rajasthan)** - First site to show ploughed field patterns. - Fire altars, indicating ritualistic practices. - Houses made of mud bricks instead of baked bricks. - No large water reservoirs like Dholavira. **Rakhigarhi (Haryana)** - Largest IVC site in India. - Evidence of multi-roomed houses, pottery, and jewelry making. - Skeletons found suggest the continuity of Harappan genes. - No evidence of large-scale fortifications like Dholavira. **Ropar (Punjab)** - First Harappan site excavated after India’s independence. - Harappan culture overlapped with later Vedic culture. - Evidence of burials with pottery and personal belongings. - Found near the Sutlej River, showing river-based settlement."
"c2ce7a1b-4da3-46d2-945c-ccba4426d2e6","2021","GS","Ancient History","Pre-Historic Time","Ancient India | Archaeological Sites | Neolithic Period | Chalcolithic Period | Terracotta Art","hard","Consider the following pairs: | Historical Place | Well-known for | |--------------------|---------------------| | Burzahom | Rock-cut shrines | | Chandra-Ketugarh | Terracotta art | | Ganeshwar | Copper artefacts | Which of the pairs given above is/are correctly matched?","1 only","1 and 2","3 only","2 and 3","D","**Pair 1 is incorrect.** Burzahom, located in the Kashmir Valley, is an archaeological site known for its Neolithic and Megalithic phases. Rock-cut shrines were not a prominent feature of the Neolithic period. **Pair 2 is correct.** Chandra-Ketugarh is indeed well-known for its terracotta art. Excavations at Chandra-Ketugarh, located near Kolkata in West Bengal, have revealed a vast collection of terracotta objects dating back to the 3rd century BCE to the 3rd century CE. **Pair 3 is correct.** Ganeshwar is an archaeological site located in Rajasthan, India. It is known for its Copper Hoard Culture, dating back to the Chalcolithic period (approximately 4000-2000 BCE). Ganeshwar is renowned for its large number of copper artefacts, including tools, weapons, and ornaments, providing valuable insights into ancient metallurgy and trade networks. Therefore, pairs 2 and 3 are correct."
"016876b0-e9f3-4c5c-8f52-4415b7ac5a0e","2021","GS","Ancient History","Gupta Empire","Ancient India | Gupta Empire | Post-Gupta Period | Harshavardhana | Northern India Kingdoms","medium","From the declines of Guptas until the rise of Harshavardhana in the early seventh century, which of the following kingdoms were holding power in Northern India? 1. The Guptas of Magadha 2. The Paramaras of Malwa 3. The Pushyabhutis of Thanesar 4. The Maukharis of Kanauj 5. The Yadavas of Devagiri 6. The Maitrakas of Valabhi Select the correct answer using the codes given below.","1, 2 and 5","1, 3, 4 and 6","2, 3 and 4","5 and 6","B","**1. The Guptas of Magadha:** The Later Gupta dynasty did indeed succeed the imperial Guptas and ruled parts of Magadha during the early 7th century. **2. The Paramaras of Malwa:** The Paramara dynasty emerged much later, around the 9th century, and ruled in central India (Malwa region). **3. The Pushyabhutis of Thanesar:** The Pushyabhuti dynasty, also known as Vardhana, flourished in the 6th and 7th centuries and held power in parts of North India, including Thanesar. **4. The Maukharis of Kanauj:** The Maukhari dynasty rose to prominence after the Guptas and controlled Kanauj for some time. **5. The Yadavas of Devagiri:** The Yadava dynasty, also known as the Seuna dynasty, established their kingdom much later, around the 12th century, in western India. **6. The Maitrakas of Valabhi:** The Maitrakas were contemporaries of the Guptas and established an independent kingdom in western India (Gujarat) after being tributary chiefs for a while. Therefore, the correct answer is 1, 3, 4 and 6. ![Post Gupta Dynasties](https://d39jluplm5thpx.cloudfront.net//post_gupta_fe555d764a.jpg)"
"147aab5e-c3f9-4217-8b72-b73d25106647","2021","GS","Art & Culture","Other Aspects of Indian Culture | Indian Music","ICC World Test Championship | Cricket Tournament | Test Cricket | Points System | Ranking System","hard","Consider the following statements in respect of the ICC World Test Championship : 1. The finalists were decided by the number of matches they won. 2. New Zealand was ranked ahead of England because it won more matches than England. Which of the above statements is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2","D","**Statement 1 is Incorrect:** The finalists for the inaugural ICC World Test Championship (2019-2021) were decided based on the **Percentage of Points (PCT)** earned from the total points contested, rather than the absolute number of matches won. This system was introduced by the ICC to account for the disparity in the number of matches played by different teams due to the COVID-19 pandemic. **Statement 2 is Incorrect:** New Zealand was ranked ahead of England because they had a higher PCT (70.0%) compared to England (64.1%). In terms of match wins, England actually won more matches (11) than New Zealand (7) during the tournament cycle, directly contradicting the statement."
"5087895a-e6d8-4f0b-bd93-847144902f1b","2021","GS","Art & Culture","Introduction | Other Aspects of Indian Culture | Indian Dance | Religions in India","Summer Olympics | Tokyo Olympics 2020 | Olympic Games | Sports in Olympics | Olympic Motto","medium","Consider the following statements in respect of the 32nd Summer Olympics: 1. The official motto for this Olympics is 'A New World'. 2. Sport Climbing, Surfing, Skateboarding, Karate and Baseball are included in this, Olympics. Which of the above statements is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2","B","**Statement 1 is incorrect.** The 32nd Summer Olympics was held in Tokyo in 2021. The Tokyo 2020 official Games motto was United by Emotion. The Rio Olympics 2016 official slogan was A New World. **Statement 2 is correct.** New IOC rules for the Tokyo Olympics allowed host cities to choose popular sports for inclusion in the Games. Tokyo Olympics added six new sports, including baseball, softball, surfing, skateboarding, karate, and sports climbing. Additionally, there were new forms of basketball and cycling and mixed-team events in traditional sports."
"04ce0a92-a2d4-4550-8aa4-c95fb6432e2e","2021","GS","Art & Culture","Religions in India","Jesuit Order | St. Francis Xavier | Goa | Church of Bom Jesus | Christian Missions in India","hard","Consider the following statements:: 1. St. Francis Xavier was one of the founding members of the Jesuit Order. 2. St. Francis Xavier died in Goa and a church is dedicated to him there. 3. The Feast of St. Francis Xavier is celebrated in Goa each year. Which of the statements given above are correct?","1 and 2 Only","2 and 3 Only","1 and 3 Only","1, 2 and 3","C","**Statement 1 is correct:** St. Francis Xavier was a Spanish Jesuit who lived as a Roman Catholic missionary in the 1500s. He was one of the first seven members of the Jesuit order. **Statement 2 is incorrect:** He did not die in Goa but at Sachian, an island off the coast of China. A church in memory of St. Xavier called the Church of Bom Jesus, is located in Goa with his mortal remains. **Statement 3 is correct:** A feast in honor of St. Xavier is celebrated annually in Goa."
"7d8f034b-f085-40a9-ae67-86606bca11b5","2021","GS","Art & Culture","Other Aspects of Indian Culture","Bharat Ratna | Padma Awards | Article 18(1) of the Constitution of India | National Awards | Indian Honours and Awards","medium","Consider the following statements in respect of Bharat Ratna and Padma Awards: 1. Bharat Ratna and Padma Awards are titles under the Article 18(1) of the Constitution of India. 2. Padma Awards, which were instituted in the year 1954, were suspended only once. 3. The number of Bharat Ratna Awards is restricted to a maximum of five in a particular year. Which of the above statements are not correct?","1 and 2 Only","2 and 3 Only","1 and 3 Only","1, 2 and 3","D","**Statement 1 is incorrect:** The national awards such as Bharat Ratna, Padma Vibhushan, Padma Bhushan, and Padma Shri do not amount to titles within the meaning of Article 18(1) of the Constitution. **Statement 2 is incorrect:** Padma awards were instituted in the year 1954 and have been suspended in years 1978, 1979, 1993, and 1997. **Statement 3 is incorrect:** Although there is a general guideline to limit the Bharat Ratna to three recipients per year, this rule has been exceeded twice: In 1999, four awards were conferred (Jayaprakash Narayan, Amartya Sen, Gopinath Bordoloi, and Ravi Shankar) and in 2024, Five awards were conferred (M.S. Swaminathan, P.V. Narasimha Rao, Chaudhary Charan Singh, Karpoori Thakur, and L.K. Advani)."
"ebda6b64-a2ba-4193-9566-214d28f5b8df","2021","GS","Art & Culture","Art and Architecture","Ajanta Caves | Indian Rock-Cut Architecture | Ancient Indian History | Buddhist Art and Architecture | Geography of India","hard","Which one of the following statements is correct?","Ajanta Caves lie in the gorge of Waghora river.","Sanchi Stupa lies in the gorge of Chambal river.","Pandu-lena Cave shrines lie in the gorge of Narmada river.","Amaravati Stupa lies in the gorge of Godavari river.","A","**Option A is correct:** The Ajanta Caves are a series of 29 rock-cut Buddhist cave monuments located in the Aurangabad district of Maharashtra. They are situated in the horseshoe-shaped gorge of the Waghora River. **Option B is incorrect:** Sanchi Stupa is located on a hilltop at Sanchi in the Raisen District of Madhya Pradesh. It is situated near the Betwa River, not the Chambal River. **Option C is incorrect:** The Pandu-Lena Caves (also known as Nasik Caves) are a group of 24 Buddhist caves carved into the Trirashmi hills near Nashik, Maharashtra. They are not located in the gorge of the Narmada River. **Option D is incorrect:** The Amaravati Stupa is located on the banks of the Krishna River in the Guntur district of Andhra Pradesh, not the Godavari River."
"0356b120-8b9f-4cb5-a80a-58ebf89c9334","2021","GS","Art & Culture","Indian Literature","Ancient India | Hindu Law | Mitakshara | Dayabhaga | Inheritance Laws","hard","In reference to the history of ancient India, which of the following statements is/are correct? 1. Mitakshara was the civil law for upper castes and Dayabhaga was the civil law for lower castes. 2. In the Mitakshara system, the sons can claim right to the property during the lifetime of the father, whereas in the Dayabhaga system, it is only after the death of the father that the sons can claim right to the property. 3. The Mitakshara system deals with the matters related to the property held by male members only of a family, whereas the Dayabhaga system deals with the matters related to the property held by both male and female members of a family. Select the correct answer using the codes given below.","1 and 2","2 Only","1 and 3","3 Only","B","**Statement 1 is incorrect.** Both Dayabhaga and Mitakshara are the basic to the upper castes alone. Mitakshara school is followed in most of India while Dayabhaga is followed in Bengal and Assam. **Statement 2 is correct.** In the Dayabhaga system, sons obtain rights to property only at the death of the father, and in the Mitakshara school, the sons and grandsons have rights over his property even while he is alive. **Statement 3 is incorrect.** Both Dayabhaga and Mitakshara schools of Hindu law dealt with women’s property (stridhana). However, while the Mitakshara school imposed significant restrictions on women’s control and excluded them from coparcenary, the Dayabhaga school was relatively liberal, recognizing widows as heirs and granting greater powers over property."
"31eb4810-3a62-4d1b-9f16-b06c628b8a26","2021","GS","Art & Culture","Other Aspects of Indian Culture","Laureus World Sports Award | Sports Awards | Tiger Woods | Roger Federer | Formula One","hard","Consider the following statements in respect of the Laureus World Sports Award which was instituted in the year 2000: 1. American golfer Tiger Woods was the first winner of this award. 2. The award was received mostly by ‘Formula One’ players so far. 3. Roger Federer received this award maximum number of times compared to others. Which of the above statements are correct?","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3","C","**Statement 1 is Correct:** The Laureus World Sports Awards were first presented in the year 2000 in Monte Carlo. American golfer Tiger Woods was the inaugural winner of the Laureus World Sportsman of the Year award. **Statement 2 is Incorrect:** The award has been dominated by tennis players rather than Formula One players. By the time of the 2021 UPSC examination, tennis players had won the Sportsman of the Year award 11 times (Roger Federer-5, Rafael Nadal-2, and Novak Djokovic-4), while Formula One drivers had won it only 4 times (Michael Schumacher-2, Sebastian Vettel-1, and Lewis Hamilton-1). **Statement 3 is Correct:** Roger Federer holds the record for the most wins in the Laureus World Sportsman of the Year category, having won it five times (2005, 2006, 2007, 2008, and 2018). When including his 'Comeback of the Year' award in 2018, he has a total of six Laureus statuettes, making him the most decorated individual in the history of the awards at that time."
