Id,Year,Paper,Subject,Topics,Tags,Difficulty,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer,Explanation
CDS-2016-I-GK-001,2016,GK,Science & Tech,General Science & Emerging Technologies,Science & Tech | General Science | Applied Science | Physics | Chemistry | Biology,easy,Which one of the following is considered as ‘good cholesterol’ with reference to individuals facing the risk of cardio-vascular diseases and hypertension ? [2016 CDS-I],High Density Lipoprotein (HDL),Low Density Lipoprotein (LDL),Triglyceride,Fatty acids,A,"Solution: High Density Lipoprotein (HDL) is considered as 'good cholesterol' with reference to individuals facing the risk of cardio-vascular diseases and hypertension. HDL (high-density lipoprotein), or 'good' cholesterol, absorbs cholesterol and carries it back to the liver. The liver then flushes it from the body. High levels of HDL cholesterol can lower your risk for heart disease and stroke. © examsnet.com"
CDS-2016-I-GK-002,2016,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,hard,Which of the following pairs of vitamin and disease is / are correctly matched ? 1. Vitamin A : Rickets 2. Vitamin B : Beriberi 3. Vitamin C : Scurvy (a)Select the correct answer using the code given below: [2016 CDS-I],2 only,2 and 3 only,1 and 3 only,"1,2 and 3",B,"Solution: Rickets is a condition that results in weak or soft bones in children, usually due to inadequate vitamin D (not vitamin A as given in the question). Beriberi is a disease caused by vitamin B 1 B_1 B 1 ​ deficiency, also known as thiamine deficiency. There are two types of the disease – wet beriberi and dry beriberi. Scurvy happens when there is a lack of vitamin C or ascorbic acid. The deficiency leads to symptoms of weakness, anemia, gum disease and skin problems. This is because vitamin C is needed for making collagen, an important component in connective tissues. So, only 2 and 3 are correctly matched. © examsnet.com"
CDS-2016-I-GK-003,2016,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,easy,The rate of change of momentum of a body is equal to the resultant: [2016 CDS-I],energy,power,force,impulse,C,Solution: The rate of change of momentum of a body is equal to the resultant force. The rate of change of momentum of an object is directly proportional to the resultant force applied and is in the direction of the resultant force. The resultant force is equal to the rate of change of momentum. F = Δ ( m v ) Δ t F=\frac{\Delta (mv)}{\Delta t} F = Δ t Δ ( m v ) ​ © examsnet.com
CDS-2016-I-GK-004,2016,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,easy,"After a hot sunny day, people sprinkle water on the roof-top because : [2016 CDS-I]",water helps air around the roof-top to absorb the heat instantly,water has lower specific heat capacity,water is easily available,water has large latent heat of vaporisation,D,"Solution: After a hot sunny day, people sprinkle water on the rooftop because water has large latent heat of vapourisation. Latent heat of vapourisation is a physical property of a substance. When a material in liquid state is given energy, it changes its phase from liquid to vapour; the energy absorbed in this process is called heat of vapourisation. When water is sprinkled on the rooftop or ground, it evaporates because of the latent heat of vapourisation leaving behind a cooling effect. In case of ground, this evaporation causes cooling of the surrounding area after some time, whereas in case of rooftop, the room beneath is cooled. © examsnet.com"
CDS-2016-I-GK-005,2016,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,easy,Consider the following map of India : The areas marked in the map given above account for the production of which one of the following cash crops ? [2016 CDS-I],Cotton,Groundnut,Sugarcane,Tobacco,A,"Solution: The areas marked in the given map account for the production of cotton, a cash crop. Cotton cultivation is closely related to deep black soils (regur) of the Deccan and the Malwa Plateaus and those of Gujarat. It also grows well in alluvial soils of the Sutlej-Ganga Plain and red and laterite soils of the peninsular regions. In India, cotton is grown in three distinct agro-ecological zones, viz., Northern (Punjab, Haryana and Rajasthan), Central (Gujarat, Maharashtra and Madhya Pradesh), and Southern zone (Andhra Pradesh, Tamil Nadu and Karnataka). India is the largest producer of cotton in the world accounting for about 26% of the world cotton production. © examsnet.com"
CDS-2016-I-GK-006,2016,GK,Geography,Physical and Indian Geography,Geography | Physical Geography | Indian Geography | Geomorphology,easy,Pir Panjal Range in the Himalayas is a part of: [2016 CDS-I],Shiwalik,Trans Himalaya,Central Himalaya,Lesser Himalaya,D,"Solution: Pir Panjal Range in the Himalayas is a part of Lesser Himalayas. The Range runs from east-southeast (ESE) to west-northwest (WNW) across the states of Himachal Pradesh and Jammu and Kashmir in India as well as Pakistan-Administered Kashmir in Pakistan, where the average elevation varies from 1,400 m to 4,100 m. © examsnet.com"
CDS-2016-I-GK-007,2016,GK,Geography,Physical and Indian Geography,Geography | Physical Geography | Indian Geography | Geomorphology,hard,Consider the following statements regarding laterite soils of India : 1. Laterite soils are generally red in colour 2. Laterite soils are rich in nitrogen and potash 3. Laterite soils are well developed in Rajasthan and UP 4. Tapioca and cashew nuts grow well in this soil Which of the statements given above is / are correct? [2016 CDS-I],1 only,"2, 3 and 4",1 and 4 only,"1,2 and 4",C,"Solution: Statements 1 and 4 are correct regarding laterite soils of India. These soils are red in colour as they are mixed with iron oxides. They are poor in nitrogen, phosphoric acid, potash and urea. Laterite soils are rich in iron and aluminium. Laterite soils in India are found in the Eastern Ghats of Odisha, the Southern parts of Western Ghats, Malabar coastal plains and Ratnagiri of Maharashtra. When manured and irrigated, some laterites are suitable for growing plantation crops, like tea, tapioca, cashew nut, coffee, rubber, cinchona, coconut, areca nut, etc. © examsnet.com"
CDS-2016-I-GK-008,2016,GK,Geography,Physical and Indian Geography,Geography | Physical Geography | Indian Geography | Geomorphology,hard,Which of the following statements regarding Mediterranean and Monsoon climate is / are correct ? 1. Precipitation in Mediterranean climate is in winter while in Monsoon climate it is mostly in summer 2. The annual range of temperature in Mediterranean climate is higher than the Monsoon climate 3. Rainy and dry seasons are found in both the climates Select the correct answer using the code given below : [2016 CDS-I],1 only,2 and 3 only,1 and 3 only,"1,2 and 3",C,"Solution: Statements 1 and 3 regarding Mediterranean and Monsoon climate are correct. The annual range of temperature in Mediterranean climate is lower than the Monsoon climate. Mediterranean climate is characterised by warm summers and cool to very cold winters. Here the rainfall occurs during the winter season and summers are relatively dry, whereas Monsoon climate is characterised by hot and moist summers and dry, cool winters. © examsnet.com"
CDS-2016-I-GK-009,2016,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,easy,"The handle of pressure cookers is made of plastic because it should be made non­conductor of heat. The plastic used there is the first man-made plastic, which is : [2016 CDS-I]",Polythene,Terylene,Nylon,Bakelite,D,"Solution: The handle of pressure cookers s made of plastic because it should  be made a non-conductor of heat. The plastic used there is the first man-made plastic, which is bakelite. Bakelite, or polyoxy benzyl methyl englycolanhydri de, is an early plastic. It is a thermosetting phenol formaldehyde resin, formed from a condensation reaction of phenol with formaldehyde. Its chemical formula is ( C 6 H 6 O ⋅ C H 2 O ) n (\mathrm{C}_6\mathrm{H}_6\mathrm{O}\cdot\mathrm{CH}_2\mathrm{O})_n ( C 6 ​ H 6 ​ O ⋅ CH 2 ​ O ) n ​ © examsnet.com"
CDS-2016-I-GK-010,2016,GK,Economy,Indian Economy & Financial System,Economy | Macroeconomics | Banking & Finance | Public Finance,easy,"Methyl Isocyanate gas, which was involved in the disaster in Bhopal in December 1984, was used in the Union Carbide factory for production of: [2016 CDS-I]",Dyes,Detergents,Explosives,Pesticides,D,"Solution: Methyl isocyanate gas, whichwas involved in the disaster inBhopal in December 1984, was used in the Union Carbide factory for the production of pesticides. Methyl isocyanide or isocyano-methane is an organic compound and a member of the isocyanide family. This is a colourless liquid which is isomeric to methyl cyanide, but its reactivity is very different. Its chemical formula is C 2 H 3 N C_2H_3N C 2 ​ H 3 ​ N . © examsnet.com"
