Id,Year,Paper,Subject,Topics,Tags,Difficulty,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer,Explanation
CDS-2015-II-GK-001,2015,GK,Science & Tech,General Science & Emerging Technologies,Science & Tech | General Science | Applied Science | Physics | Chemistry | Biology,easy,Genetic screening is [2015 CDS-II],analysis of DNA to check the presence of a particular gene in a person,analysis of gene in a population,pedigree analysis,screening of infertility in parents,A,Solution: Genetic screening is the analysis of DNA to check the presence of a particular gene in a person. Its purpose is to identify individuals who are at risk for a genetic disease or for transmitting a gene for a genetic disease such as sicklecell anaemia. © examsnet.com
CDS-2015-II-GK-002,2015,GK,Geography,Physical and Indian Geography,Geography | Physical Geography | Indian Geography | Geomorphology,hard,Which of the following are the major factors responsible for the monsoon type of climate in India? 1. Location 2. Thermal contrast 3. Upper air circulation 4. The Himalayan Mountains Select the correct answer using the code given below. [2015 CDS-II],1 and 4 only,"1, 2, 3 and 4","2, 3 and 4 only","1, 2 and 3 only",B,Solution: All the factors given in the question are responsible for the monsoon type of climate in India.Some of the major factors which are responsible for the monsoon type of climate in India are: 1. Location and Latitudinal Extent; 2. Distance from the Sea; 3. The Northern Mountain Ranges; 4. Physiography; 5. Monsoon Winds; 6. Upper Air Circulation; 7. Tropical Cyclones and Western Disturbances; 8. El-Nino Effect; 9. La Nina; and 10. Southern Oscillation. © examsnet.com
CDS-2015-II-GK-003,2015,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,hard,"Consider the following Indian States : 1. Chhattisgarh 2. Telangana 3. Andhra Pradesh 4. Uttarakhand 5. Tamil Nadu Which among, the States given above are the largest and smallest respectively (in terms of geographical area)? [2015 CDS-II]",3 and 4,3 and 2,1 and 4,2 and 5,A,"Solution: Andhra Pradesh is the largest state among the states given in the question. It has an area of 162,970 sq km. Uttarakhand has a total area of 53,483 sq km. Telangana is the newest state of India. It has an area of 112,077 sq km. Tamil Nadu covers an area of 130,058 sq km. Chhattisgarh has an area of 135,198.5 sq km. Thus, the sequence from the largest state to the smallest state is: Andhra Pradesh, Chhattisgarh, Tamil Nadu, Telangana and Uttarakhand. © examsnet.com"
CDS-2015-II-GK-004,2015,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,easy,Who among the following is considered as the father of genetic engineering? [2015 CDS-II],Philip Drinker,Paul Berg,Thomas Addison,Alpheus S. Packard Jr.,B,"Solution: The Father of Genetic Engineering is Paul Berg. He is an American Biochemist who created the first recombinant DNA by joining the DNA from two different organisms, a monkey virus known as SV40 and a virus called lambda phage in 1976. He was the recipient of the Nobel Prize in Chemistry in 1980, along with Walter Gilbert and Frederick Sanger. © examsnet.com"
CDS-2015-II-GK-005,2015,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,hard,Which of the' following cause(s) variation in the genetic material of progeny? 1. Sexual reproduction 2. Asexual reproduction 3. Mutations 4. Epigenetic changes Select the correct answer using the code given below. [2015 CDS-II],2 only,"1, 2 and 3","1, 3 and 4",1 and 3 only,D,Solution: Sexual reproduction and mutations cause variation in the genetic material of progeny. Natural selection acts upon two major sources of genetic variation – mutations and recombination of genes through sexual reproduction. A mutation occurs when a DNA gene is damaged or changed in such a way as to alter the genetic message carried by that gene. © examsnet.com
CDS-2015-II-GK-006,2015,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,hard,Match List-I with List-II and select the correct answer using the code given below the Lists : List-I (Plant) List-II (Natural vegetation type) A. Ebony 1. Moist deciduous B. Shisham 2. Himalayan moist C. Walnut 3. Alpine D. Birch 4. Tropical evergreen code : A B C D (a) 4 1 2 3 (b) 4 2 1 3 (c) 3 2 1 4 (d) 3 1 2 4 [2015 CDS-II],(a),(b),(c),(d),A,"Solution: Ebony is a species of plants found in the tropical evergreen forests. The other plant species found here include rosewood, mahogany, aini, etc. Shisham is a plant species found in the moist deciduous forests. Other species found here include teak, sal, mahua, amla, sandalwood, etc. Walnut along with chinar is found in the Himalayan moist forest, whereas birch along with pines, junipers, rhododendrons, etc. are found in an alpine forest © examsnet.com"
CDS-2015-II-GK-007,2015,GK,Science & Tech,General Science & Emerging Technologies,Science & Tech | General Science | Applied Science | Physics | Chemistry | Biology,easy,Cobalt is associated with [2015 CDS-II],growth hormone,vitamin B 12 B_{12} B 12 ​,hemoglobin,intestinal enzymes,B,"Solution: Cobalt is associated with vitamin B12. Cobalt is used in the human body to help absorb and process vitamin B12. This vitamin is essential for making red blood cells in the body. Vitamin B12, also called cobalamin, is a water-soluble vitamin that has a key role in the normal functioning of the brain and nervous system via the synthesis of myelin (myelinogenesis), and the formation of red blood cells. It is one of the eight B vitamins. © examsnet.com"
CDS-2015-II-GK-008,2015,GK,Science & Tech,General Science & Emerging Technologies,Science & Tech | General Science | Applied Science | Physics | Chemistry | Biology,hard,Absorption of water in the human body can be found in 1. renal tubule in kidney 2. hepatic cells in liver 3. large intestine 4. pancreatic duct Select the correct answer using the code given below. [2015 CDS-II],"1, 2 and 3",1 and 3 only,2 and 4,3 only,D,Solution: Large intestine is the final section of the gastrointestinal tract that performs the vital task of absorbing water and vitamins while converting the digested food into the feces. © examsnet.com
CDS-2015-II-GK-009,2015,GK,General Knowledge,General Knowledge,General Knowledge | UPSC CDS | Prelims,hard,Match List-I with List-II and select the correct answer using the code given below the Lists : List-I (Geological time scale) List-II (Life-form) A. Pleistocene 1. Mammals B. Paleocene 2. Human genus C. Permian 3. Invertebrates D. Cambrian 4. Frogs code : A B C D (a) 2 1 4 3 (b) 2 4 1 3 (c) 3 4 1 2 (d) 3 1 4 2 [2015 CDS-II],(a),(b),(c),(d),A,"Solution: Pleistocene Epoch was marked by the development of human genus. Paleocene Epoch was marked by the development of mammals. The major event of Permian Epoch was the development of marine invertebrates. Frogs and turtles characterised the Cambrian Period. The whole geological history is divided into five eras, which are further subdivided into periods, epochs and ages. © examsnet.com"
CDS-2015-II-GK-010,2015,GK,Science & Tech,General Science & Emerging Technologies,Science & Tech | General Science | Applied Science | Physics | Chemistry | Biology,easy,Measles is a disease caused by [2015 CDS-II],bacteria,virus,protozoa,worm,B,Solution: Measles is an acute infection caused by the rubeola virus. It is highly contagious and usually seen in children. The measles virus (MV) belongs to the genus Morbillivirus of the family Paramyxoviridae. The virus lives in the mucus of the nose and throat of an infected child or adult. © examsnet.com
