Id,Year,Paper,Subject,Topics,Tags,Difficulty,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer,Explanation
CAPF-2018-GAI-001,2018,GAI,Modern History,Indian National Movement,Modern History | Freedom Struggle | British Colonial Rule,hard,PAPER-I : GENERAL ABILITY & INTELLIGENCE Which of the following statements about tropical cyclone are correct? 1. It originates and develops over warm oceanic surface. 2. Presence of Coriolis force is necessary for it. 3. It occurs in middle latitudinal region. 4. It develops ‘eye’ with calm and descending air condition. Select the correct answer using the code given below.,1 and 2 only,"1, 2 and 4",3 and 4 only,"2, 3 and 4",B,"Solution: Tropical cyclones are violent storms that originate over oceans in tropical areas and move over to the coastal areas bringing about large scale destruction caused by violent winds, very heavy rainfall and storm surges.Tropical cyclones originateand intensify over warm tropical oceans. The conditions favourable for the formation and intensification of tropical storms are: (i) Large sea surface with temperature higher than 27° C; (ii) Presence of the Coriolis force; (iii) Small variations in the vertical wind speed; (iv) A pre-existing  weak/low-pressure area or low-level-cyclonic circulation; (v) Upper divergence above the sea level system. A mature tropical cyclone is characterised by the strong spirally circulating windaround the centre, called the eye. The diameter of the circulating system can vary between  150 and 250 km. © examsnet.com"
CAPF-2018-GAI-002,2018,GAI,Environment & Ecology,"Ecology, Biodiversity & Climate Change",Environment & Ecology | Biodiversity | Conservation | Climate Change,hard,"Which of the following statements about biodiversity hot spots is/are correct? 1. Biodiversity hot spots are identified by the International Union for Conservation of Nature and Natural Resources (IUCN). 2. Biodiversity hot spots are defined according to their vegetation. 3. In India, Eastern Ghats and Western Himalaya are the biodiversity hot spots. Select the correct answer using the code given below.",1 and 2 only,3 only,"1, 2 and 3",1 only,A,"Solution: Biodiversity hotspots are designated by an American. NGO conservation international. Biodiversity Hotspots are often defined according to their plant vegetation. To qualify as a biodiversity hotspot, a region must meet two strict criteria: ●  Atleast 1500 species of varcular plants (50.5% of theworld’s total) as endemic and it has to have last at last 70% of its original haltat. Currently, 35 biodiversity hotspots have been identified, most of which occur in tropical forests. Four of the globally  identified biodiversity hotspots are found in India: The Himalayas, the Western Ghats, the North-East, and the Nicobar Islands. © examsnet.com"
CAPF-2018-GAI-003,2018,GAI,General Studies & Mental Ability,General Studies & Mental Ability,General Ability | UPSC CAPF | Prelims,easy,Which one of the following is not an igneous rock?,Granite,Gneiss,Pumice,Basalt,B,"Solution: Gneissis is a common and widely distributed type of high-grade metamorphic rock. It is formed by high-temperature and high-pressure metamorphic processes acting on formations composed of ignbeous or sedimentary rocks. It can formed in several different ways. The most common path begins with shale, which is a sedimentary rock. Regional metamorphism  can transform shale into slate, then phyllite, then schist, and finally into gneiss. © examsnet.com"
CAPF-2018-GAI-004,2018,GAI,Geography,Physical and Indian Geography,Geography | Physical Geography | Indian Geography | Geomorphology,easy,Which one of the following rivers is west-flowing,Godavari,Periyar,Tungabhadra,Cauvery,B,"Solution: Periyar is one of the 44 major rivers in Kerala of which 41 are west flowing and 3 east flowing. All these rivers originate from the Sahyadri hills.  Periyar is the longest river in Kerala followed by Bharathapuzha and Pampa. It rises in the Western Ghats range near the border with Tamil Nadu state, then flow westward to Kerala and empties into the Arabian Sea. © examsnet.com"
CAPF-2018-GAI-005,2018,GAI,General Mental Ability,Logical & Analytical Reasoning,Mental Ability | Logical Reasoning | Analytical Ability,medium,"Consider an equilateral triangle ABC as given in the following diagram: Two people start at the same time from points A and B with speeds 30 km per hour and 20 km per hour respectively, and move on the sides of the triangle in the clockwise direction. They meet each other for the first time at",Point C,a point between C and A,a point between A and B,point A,D,Solution: LCM of 20 and 30 = 60 Let Perimeter of triangle ABC = 60 m and all the sides are of 20m First person will cover 60 m in two hours and reach at point A. Second Person starting from point B covers 40 km in two hours and reach at point A. So both will meet at point A after two hours © examsnet.com
CAPF-2018-GAI-006,2018,GAI,General Studies & Mental Ability,General Studies & Mental Ability,General Ability | UPSC CAPF | Prelims,easy,"The number of ways in which 3 boys and 2 girls can be arranged in a queue, given that the 2 girls have to be next to each other, is",12,24,48,120,C,Solution: Required number of arrangments in which 3 boys and 2 girls can be arranged in a queue such that 2 girls have to be next to each other = 4! × 2! = 4 × 3 × 2 × 2 = 48 © examsnet.com
CAPF-2018-GAI-007,2018,GAI,Quantitative Aptitude,Basic Numeracy & Quantitative Aptitude,Aptitude | Mathematics | Quantitative Reasoning | Problem Solving,medium,"The ratio of ages of a man and his son is 3 : 1 After 15 years, the age ratio will be 2 : 1. What is the age of the man?",45 years,40 years,35 years,30 years,A,Solution: Let man’s age be 3x and son’s age be x. After 15 years. Man’s age Son’s age = 2 1 \frac{\text{Man's age}}{\text{Son's age}}=\frac{2}{1} Son’s age Man’s age ​ = 1 2 ​ ⇒ 3 x + 15 x + 15 = 2 1 \frac{3x+15}{x+15}=\frac{2}{1} x + 15 3 x + 15 ​ = 1 2 ​ ⇒ 3 x + 15 = 2 x + 30 3x + 15 = 2x + 30 3 x + 15 = 2 x + 30 ⇒ 3 x − 2 x = 30 − 15 3x - 2x = 30 - 15 3 x − 2 x = 30 − 15 ⇒ x = 15 x = 15 x = 15 Man’s age = 3 x = 3 × 15 = 3x = 3 \times 15 = 3 x = 3 × 15 = 45 years © examsnet.com
CAPF-2018-GAI-008,2018,GAI,General Studies & Mental Ability,General Studies & Mental Ability,General Ability | UPSC CAPF | Prelims,medium,Two pillars are placed vertically 8 feet apart. The height difference of the two pillars is 6 feet. The two ends of a rope of length 15 feet are tied to the tips of the two pillars. The portion of the length of the taller pillar that can be brought in contact with the rope without detaching the rope from the pillars is,less than 6 feet,more than 6 feet but less than 7 feet,more than 7 feet but less than 8 feet,more than 8 feet,A,"Solution: Let AB and CD be two pillars In ΔADE, A D = A E 2 + D E 2 AD = \sqrt{AE^2+DE^2} A D = A E 2 + D E 2 ​ = 6 2 + 8 2 = \sqrt{6^2+8^2} = 6 2 + 8 2 ​ = 36 + 64 = \sqrt{36+64} = 36 + 64 ​ = 100 = 10 = \sqrt{100} = 10 = 100 ​ = 10 feet Required length = 15 – 10 = 5 feet < 6 feet © examsnet.com"
CAPF-2018-GAI-009,2018,GAI,General Studies & Mental Ability,General Studies & Mental Ability,General Ability | UPSC CAPF | Prelims,easy,Statement : I. Sound waves can travel through vacuum. II. Light is an electromagnetic wave and can travel through vacuum.,Your Answer:,,,,A,"Solution: Sound is a mechanical wave that needs a medium to travel. It does so by causing the molecules to bump into each other, like falling dominoes transferring energy from one to the next. Sound waves cannot travel in the vacuum of space because there is no medium to transmit these mechanical waves. © examsnet.com"
CAPF-2018-GAI-010,2018,GAI,General Studies & Mental Ability,General Studies & Mental Ability,General Ability | UPSC CAPF | Prelims,easy,Statement : I. A compass needle placed near a current-carrying wire will get deflected. II. A current-carrying wire creates magnetic field around it.,Your Answer:,,,,B,"Solution: Snow Rule states that if the current is flowing in an electric circuit from south to north direction and a magnetic compass is placed over the conducting wire, the needle of the compass deflects to the west. The deflection of compass needle by the current carrying wire shows that an electric current produces a magnetic field around it. It is this magnetic field which deflects the compass needle placed near the current carrying wire. The greater the current , the stronger will be the magnetic field produced. © examsnet.com"
