Id,Year,Paper,Subject,Topics,Tags,Difficulty,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer,Explanation
CAPF-2013-GAI-001,2013,GAI,General Studies & Mental Ability,General Studies & Mental Ability,General Ability | UPSC CAPF | Prelims,hard,The Chipko Movement 1. was an environmental movement to prevent cutting down of trees. 2. raised the question of ecological and economic exploitation. 3. is a movement against alcoholism as its broadened agenda. 4. demanded that local communities should have control over their natural resources. Select the correct answer using the code given below.,1 and 2,2 and 3,"1, 3 and 4",All of these,A,"Solution: The Chipko Movement was an environmental movement to prevent cutting down of trees. It was started in 1973 from Chamoli district, Uttarakhand. The leader of movement was Sundarlal Bahuguna and Chandi Prasad Bhatt. © examsnet.com"
CAPF-2013-GAI-002,2013,GAI,Polity,Indian Constitution & Governance,Polity | Constitution of India | Governance | Constitutional Bodies,hard,"The Parliament of India may form a new State by separation of territory from any State or by unifying any territory to a part of any State. Which of the following procedures is/are true in this regard? 1. By a simple majority and by the ordinary legislative process. 2. On the recommendation of the President, who usually has to refer the bill to the legislature of the State (s) which is/are going to be affected by the changes proposed in the bill. 3. On the advice of the Prime Minister to the President. Select the correct answer using the code given below.",1 and 2,1 and 3,Only 2,All of these,A,"Solution: According to Article 3 of Constitution. The Parliament of India may form a new state by separation of territory from any state or by unifying any territory to a part of any state. According to process President refers the State Reorganization Bill to the State Legislature concerned for its opinion, but Parliament is not bound to accept the opinion. © examsnet.com"
CAPF-2013-GAI-003,2013,GAI,Polity,Indian Constitution & Governance,Polity | Constitution of India | Governance | Constitutional Bodies,hard,"A bill introduced in the Parliament, in order to become an Act, has to have which of the following procedures to be followed? 1. It is to be passed by both the Houses of the Parliament. 2. The President has to give his/her assent. 3. The Prime Minister has to sign it after the ratification by the Parliament. 4. The Supreme Court has to approve and declare it to be within the jurisdiction of the Parliament. Select the correct answer using the code given below.",1 and 2,"l, 2 and 3",3 and 4,All of the above,A,Solution: A bill become an act if it has been passed by the Parliament and President give his assent to the bill. © examsnet.com
CAPF-2013-GAI-004,2013,GAI,Modern History,Indian National Movement,Modern History | Freedom Struggle | British Colonial Rule,hard,"Which of the following statements is/are correct? 1. Offices connected with a religious or denominated institution may be reserved for members professing the particular religion to which the institution relates. 2. The State may reserve any post or appointment in favour of any backward class of citizens who, in the opinion of the State, are not adequately represented in the services under that State. 3. No citizen shall, on grounds of religion, race, caste, sex, descent, place of birth or any of them, be ineligible for any office under the State. Select the correct answer using the code given below.",1 and 2,2 and 3,Only 3,All of these,D,"Solution: According to the Right to Freedom of Religion, officer connected with a religious or denominated institution may be reserved for members professing the particular religion to which the institution relates. According to Article 16 the state may reserve any post or appointment in favour of any backward class of citizens and in Article 15, no citizen shall, on grounds of religion, race, caste, sex, descent, place of birth or any of them, be ineligible for any office under the State. © examsnet.com"
CAPF-2013-GAI-005,2013,GAI,Modern History,Indian National Movement,Modern History | Freedom Struggle | British Colonial Rule,hard,"Consider the following statements 1. While the Fundamental Rights constitute limitations on State action, the Directive Principles are in the nature of instruments of instruction to the government of the day to do certain things and to achieve certain goals by their actions. 2. The Directive Principles, however, require to be implemented by legislations and so long as there is no law carrying out the policy laid down in a Directive Principle, neither the State nor an individual can violate any existing law or legal rights under the colour of getting a Directive. 3. The Directive Principles are enforceable in the courts and create justiciable rights in favour of the individual. Which of the statements given above is/are correct?",Only 2,1 and 3,1 and 2,All of these,C,"Solution: The Directive Principles are constitutional instrument of instructions to the State in legislative, executive and administrative matters. These are fundamental in the governance of the country. They are non-justiciable. © examsnet.com"
CAPF-2013-GAI-006,2013,GAI,Polity,Indian Constitution & Governance,Polity | Constitution of India | Governance | Constitutional Bodies,hard,"Consider the following statements 1. It shall be the endeavour of every State and every local authority within the State to provide adequate facilities for instruction in mother tongue at the primary state of education to children belonging to linguistic minority groups. 2. The Constitution enjoins the Union of India to provide and promote the spread of Hindi language and to develop it, so that it, may serve as a medium of expression of all the elements of the composite culture of India. Which of the statements given above is/are correct?",Only 1,Only 2,Both 1 and 2,Neither 1 nor 2,C,"**Correct Answer: Option (C) - Both 1 and 2**

**Context & Concept (Polity - Indian Constitution & Governance):**
Option (C) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2013-GAI-007,2013,GAI,Polity,Indian Constitution & Governance,Polity | Constitution of India | Governance | Constitutional Bodies,hard,Which of the following expenditures is/are charged on the Consolidated Fund of India? 1. The emoluments and allowances of the President and the expenditure relating to his/her office. 2. The salaries and allowances of the Chairman and Deputy Chairman of the Council of States and the Speaker and Deputy Speaker of the House of the People. 3. Debt charges for which the Government of India is liable. Select the correct answer using the code given below.,1 and 2,Only 3,2 and 3,All of these,D,Solution: Consolidated Fund of India (Article 266) is a fund to which all receipts are credited and all payments are debited. © examsnet.com
CAPF-2013-GAI-008,2013,GAI,Polity,Indian Constitution & Governance,Polity | Constitution of India | Governance | Constitutional Bodies,hard,"Which of the following are the privileges of the House of the People collectively? 1. The right to publish debates and proceedings and the right to restrain publication by others. 2. The right to exclude others to exclude strangers from the galleries anytime. 3. The right to punish members and outsiders for breach of its privileges. 4. What is said or done within the walls of the Parliament, however can be inquired into in a court of law. Select the correct answer using the code given below.","1, 2 and 3",3 and 4,1 and 2,All of these,A,"Solution: The Parliament have the rights, to publish debates and proceedings to restrain publication by others, to exclude strangers and to punish members and outsiders for breach of its privileges. © examsnet.com"
CAPF-2013-GAI-009,2013,GAI,Polity,Indian Constitution & Governance,Polity | Constitution of India | Governance | Constitutional Bodies,hard,"A bill is deemed to be a 'Money Bill' if it contains only provisions dealing with 1. the imposition, alteration or regulation of any tax. 2. the regulation of the borrowing of money by the government. 3. the custody of the Consolidated Fund of India or the Contingency Fund of India. 4. the provision for imposition of fines or other penalties or for the demand or payment of fees for licenses or fees for services rendered. Select the correct answer using the code given below.","1, 2 and 3",1 and 2,3 and 4,All of the above,A,"Solution: A bill is deemed to be a Money Bill if it contains the imposition, alteration or regulation if any case, the regulation of the borrowing of money by the government, the custody of Consolidated and Contingency Fund and the provision for imposition of fines or other penalties. © examsnet.com"
CAPF-2013-GAI-010,2013,GAI,Polity,Indian Constitution & Governance,Polity | Constitution of India | Governance | Constitutional Bodies,hard,"Which of the following statements regarding the powers of the Speaker of the House of the People is/are correct? 1. The Speaker's conduct in regulating the procedure of maintaining order in the House will not be subject to the jurisdiction of any court. 2. Besides presiding over his/her own House, the Speaker possesses certain powers like presiding over a joint sitting of the two Houses of the Parliament. 3. While a resolution for his/her removal is under consideration, the Speaker shall preside but shall have no right to speak and shall have no right to vote. Select the correct answer using the code given below.",Only 1 ‘,1 and 2,2 and 3,All of these,B,"Solution: According to the Article 96, under resolution of removal, the Speaker of Lok Sabha cannot preside at the sitting of the House, but he have right to speak and vote. He cannot exercise a casting vote in the case of a tie. © examsnet.com"
